application_id,score,pd,decision,sabab
AP002505,434,0.1167,defolt,Отказ (скор 434). Основные факторы: Возраст: -23 баллов; DTI (долг/доход): -10 баллов; Стаж работы (мес): -9 баллов
AP002506,548,0.0264,toladi,Одобрено (скор 548). Положительные факторы: DTI (долг/доход): +17 баллов; Тип занятости: +13 баллов; Стаж работы (мес): +12 баллов
AP002507,503,0.0477,toladi,Одобрено (скор 503). Положительные факторы: Стаж работы (мес): +25 баллов; DTI (долг/доход): +17 баллов; Тип занятости: +11 баллов
AP002508,395,0.1838,defolt,Отказ (скор 395). Основные факторы: DTI (долг/доход): -36 баллов; PTI (платёж/доход): -30 баллов; Стаж работы (мес): -25 баллов
AP002509,540,0.0294,toladi,Одобрено (скор 540). Положительные факторы: Возраст: +23 баллов; Стаж работы (мес): +11 баллов; Тип занятости: +11 баллов
AP002510,522,0.0374,toladi,Одобрено (скор 522). Положительные факторы: Медианный доход: +25 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +12 баллов
AP002511,470,0.0735,toladi,Одобрено (скор 470). Положительные факторы: DTI (долг/доход): +17 баллов; Тип занятости: +11 баллов; Срок кредита (мес): +11 баллов
AP002512,530,0.0334,toladi,Одобрено (скор 530). Положительные факторы: Стаж работы (мес): +20 баллов; DTI (долг/доход): +17 баллов; Возраст: +16 баллов
AP002513,513,0.0422,toladi,Одобрено (скор 513). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов; Тип занятости: +13 баллов
AP002514,566,0.0206,toladi,Одобрено (скор 566). Положительные факторы: Медианный доход: +57 баллов; Стаж работы (мес): +16 баллов; PTI (платёж/доход): +14 баллов
AP002515,233,0.6811,defolt,Отказ (скор 233). Основные факторы: Тип занятости: -190 баллов; DTI (долг/доход): -30 баллов; Стаж работы (мес): -28 баллов
AP002516,322,0.3844,defolt,Отказ (скор 322). Основные факторы: DTI (долг/доход): -73 баллов; PTI (платёж/доход): -44 баллов; Стаж работы (мес): -26 баллов
AP002517,462,0.0821,toladi,Одобрено (скор 462). Положительные факторы: DTI (долг/доход): +11 баллов; Тип занятости: +11 баллов; PTI (платёж/доход): +10 баллов
AP002518,462,0.082,toladi,Одобрено (скор 462). Положительные факторы: DTI (долг/доход): +12 баллов; Тип занятости: +11 баллов; Срок кредита (мес): +11 баллов
AP002519,523,0.037,toladi,Одобрено (скор 523). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +17 баллов; Медианный доход: +10 баллов
AP002520,516,0.0406,toladi,Одобрено (скор 516). Положительные факторы: Тип занятости: +13 баллов; Срок кредита (мес): +11 баллов; PTI (платёж/доход): +10 баллов
AP002521,551,0.0254,toladi,Одобрено (скор 551). Положительные факторы: Медианный доход: +35 баллов; PTI (платёж/доход): +15 баллов; DTI (долг/доход): +14 баллов
AP002522,500,0.0503,toladi,Одобрено (скор 500). Положительные факторы: Стаж работы (мес): +26 баллов; PTI (платёж/доход): +13 баллов; DTI (долг/доход): +11 баллов
AP002523,448,0.0973,defolt,Отказ (скор 448). Основные факторы: Стаж работы (мес): -19 баллов; Медианный доход: -18 баллов
AP002524,512,0.0428,toladi,Одобрено (скор 512). Положительные факторы: PTI (платёж/доход): +12 баллов; DTI (долг/доход): +12 баллов; Образование: +6 баллов
AP002525,594,0.0141,toladi,Одобрено (скор 594). Положительные факторы: Медианный доход: +30 баллов; Возраст: +22 баллов; DTI (долг/доход): +17 баллов
AP002526,525,0.0361,toladi,Одобрено (скор 525). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +15 баллов; Стаж работы (мес): +12 баллов
AP002527,481,0.0639,toladi,Одобрено (скор 481). Положительные факторы: DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов
AP002528,516,0.0402,toladi,Одобрено (скор 516). Положительные факторы: Стаж работы (мес): +25 баллов; Срок кредита (мес): +15 баллов; PTI (платёж/доход): +9 баллов
AP002529,530,0.0333,toladi,Одобрено (скор 530). Положительные факторы: Возраст: +24 баллов; DTI (долг/доход): +17 баллов; Стаж работы (мес): +16 баллов
AP002530,617,0.0103,toladi,Одобрено (скор 617). Положительные факторы: Медианный доход: +62 баллов; Стаж работы (мес): +26 баллов; Возраст: +23 баллов
AP002531,534,0.032,toladi,Одобрено (скор 534). Положительные факторы: DTI (долг/доход): +17 баллов; Возраст: +15 баллов; PTI (платёж/доход): +14 баллов
AP002532,440,0.1079,defolt,Отказ (скор 440). Основные факторы: Возраст: -20 баллов; Медианный доход: -12 баллов; DTI (долг/доход): -9 баллов
AP002533,257,0.6051,defolt,Отказ (скор 257). Основные факторы: DTI (долг/доход): -138 баллов; PTI (платёж/доход): -79 баллов; Срок кредита (мес): -22 баллов
AP002534,415,0.1468,defolt,Отказ (скор 415). Основные факторы: Сумма/Доход: -36 баллов; PTI (платёж/доход): -33 баллов; Медианный доход: -22 баллов
AP002535,460,0.084,toladi,Одобрено (скор 460). Положительные факторы: Возраст: +20 баллов; Стаж работы (мес): +12 баллов; Тип занятости: +11 баллов
AP002536,509,0.0441,toladi,Одобрено (скор 509). Положительные факторы: Срок кредита (мес): +15 баллов; Тип занятости: +11 баллов; Возраст: +8 баллов
AP002537,510,0.0439,toladi,Одобрено (скор 510). Положительные факторы: Медианный доход: +32 баллов; Срок кредита (мес): +11 баллов; Нестабильность дохода (CV): +7 баллов
AP002538,425,0.1303,defolt,Отказ (скор 425). Основные факторы: DTI (долг/доход): -22 баллов; Стаж работы (мес): -22 баллов; Медианный доход: -16 баллов
AP002539,491,0.0562,toladi,Одобрено (скор 491). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов; Тип занятости: +11 баллов
AP002540,430,0.1213,defolt,Отказ (скор 430). Основные факторы: Возраст: -24 баллов; Медианный доход: -16 баллов; Сумма/Доход: -11 баллов
AP002541,500,0.0502,toladi,Одобрено (скор 500). Положительные факторы: Возраст: +22 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +15 баллов
AP002542,453,0.0915,toladi,Одобрено (скор 453). Положительные факторы: Срок кредита (мес): +15 баллов; Стаж работы (мес): +13 баллов; Тип занятости: +11 баллов
AP002543,441,0.106,defolt,Отказ (скор 441). Основные факторы: Срок кредита (мес): -22 баллов; DTI (долг/доход): -20 баллов; Медианный доход: -16 баллов
AP002544,453,0.0921,toladi,Одобрено (скор 453). Положительные факторы: PTI (платёж/доход): +12 баллов; Возраст: +11 баллов; Тип занятости: +11 баллов
AP002545,505,0.0469,toladi,Одобрено (скор 505). Положительные факторы: PTI (платёж/доход): +14 баллов; DTI (долг/доход): +12 баллов; Нестабильность дохода (CV): +7 баллов
AP002546,493,0.0547,toladi,Одобрено (скор 493). Положительные факторы: PTI (платёж/доход): +10 баллов; Стаж работы (мес): +9 баллов; Нестабильность дохода (CV): +8 баллов
AP002547,373,0.2349,defolt,Отказ (скор 373). Основные факторы: DTI (долг/доход): -26 баллов; Срок кредита (мес): -22 баллов; Медианный доход: -20 баллов
AP002548,416,0.144,defolt,Отказ (скор 416). Основные факторы: Стаж работы (мес): -27 баллов; Макс. просрочка (дн): -17 баллов; Медианный доход: -15 баллов
AP002549,254,0.6141,defolt,Отказ (скор 254). Основные факторы: DTI (долг/доход): -58 баллов; PTI (платёж/доход): -40 баллов; Макс. просрочка (дн): -40 баллов
AP002550,517,0.0397,toladi,Одобрено (скор 517). Положительные факторы: Стаж работы (мес): +20 баллов; DTI (долг/доход): +14 баллов; Срок кредита (мес): +11 баллов
AP002551,300,0.4573,defolt,Отказ (скор 300). Основные факторы: PTI (платёж/доход): -71 баллов; DTI (долг/доход): -64 баллов; Стаж работы (мес): -27 баллов
AP002552,494,0.0544,toladi,Одобрено (скор 494). Положительные факторы: DTI (долг/доход): +17 баллов; Тип занятости: +11 баллов; Срок кредита (мес): +11 баллов
AP002553,524,0.0363,toladi,Одобрено (скор 524). Положительные факторы: DTI (долг/доход): +17 баллов; Медианный доход: +15 баллов; PTI (платёж/доход): +13 баллов
AP002554,531,0.0333,toladi,Одобрено (скор 531). Положительные факторы: Срок кредита (мес): +15 баллов; Медианный доход: +14 баллов; DTI (долг/доход): +14 баллов
AP002555,548,0.0262,toladi,Одобрено (скор 548). Положительные факторы: Медианный доход: +38 баллов; DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов
AP002556,519,0.0386,toladi,Одобрено (скор 519). Положительные факторы: Медианный доход: +21 баллов; DTI (долг/доход): +15 баллов; PTI (платёж/доход): +15 баллов
AP002557,466,0.078,toladi,Одобрено (скор 466). Положительные факторы: DTI (долг/доход): +17 баллов; Возраст: +12 баллов
AP002558,468,0.0762,toladi,Одобрено (скор 468). Положительные факторы: Тип занятости: +11 баллов; PTI (платёж/доход): +10 баллов; Медианный доход: +7 баллов
AP002559,512,0.0429,toladi,Одобрено (скор 512). Положительные факторы: Медианный доход: +27 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов
AP002560,426,0.1276,defolt,Отказ (скор 426). Основные факторы: Возраст: -15 баллов; DTI (долг/доход): -14 баллов; Медианный доход: -12 баллов
AP002561,461,0.0829,toladi,Одобрено (скор 461). Положительные факторы: Медианный доход: +31 баллов; Сумма/Доход: +8 баллов
AP002562,532,0.0329,toladi,Одобрено (скор 532). Положительные факторы: DTI (долг/доход): +17 баллов; Тип занятости: +13 баллов; Стаж работы (мес): +13 баллов
AP002563,476,0.068,toladi,Одобрено (скор 476). Положительные факторы: DTI (долг/доход): +17 баллов; Тип занятости: +11 баллов; Срок кредита (мес): +11 баллов
AP002564,538,0.0302,toladi,Одобрено (скор 538). Положительные факторы: Стаж работы (мес): +21 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов
AP002565,600,0.0131,toladi,Одобрено (скор 600). Положительные факторы: Медианный доход: +50 баллов; Возраст: +23 баллов; Стаж работы (мес): +21 баллов
AP002566,477,0.0678,toladi,Одобрено (скор 477). Положительные факторы: DTI (долг/доход): +17 баллов; Тип занятости: +11 баллов; Срок кредита (мес): +11 баллов
AP002567,520,0.0384,toladi,Одобрено (скор 520). Положительные факторы: Стаж работы (мес): +24 баллов; Тип занятости: +11 баллов; Медианный доход: +8 баллов
AP002568,419,0.1393,defolt,Отказ (скор 419). Основные факторы: Стаж работы (мес): -27 баллов; Возраст: -22 баллов; Медианный доход: -18 баллов
AP002569,467,0.077,toladi,Одобрено (скор 467). Положительные факторы: DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов
AP002570,456,0.088,toladi,Одобрено (скор 456). Положительные факторы: Стаж работы (мес): +22 баллов; Тип занятости: +11 баллов
AP002571,504,0.0472,toladi,Одобрено (скор 504). Положительные факторы: Медианный доход: +27 баллов; DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов
AP002572,485,0.0605,toladi,Одобрено (скор 485). Положительные факторы: DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов; Стаж работы (мес): +13 баллов
AP002573,431,0.1198,defolt,Отказ (скор 431). Основные факторы: Возраст: -23 баллов; PTI (платёж/доход): -19 баллов; Медианный доход: -15 баллов
AP002574,463,0.0812,toladi,Одобрено (скор 463). Положительные факторы: Стаж работы (мес): +23 баллов; PTI (платёж/доход): +8 баллов
AP002575,518,0.0395,toladi,Одобрено (скор 518). Положительные факторы: Стаж работы (мес): +27 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +11 баллов
AP002576,504,0.0473,toladi,Одобрено (скор 504). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +14 баллов; Тип занятости: +13 баллов
AP002577,451,0.0941,toladi,Одобрено (скор 451). Положительные факторы: Стаж работы (мес): +23 баллов; Нестабильность дохода (CV): +8 баллов
AP002578,451,0.0942,toladi,Одобрено (скор 451). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +15 баллов
AP002579,510,0.0436,toladi,Одобрено (скор 510). Положительные факторы: DTI (долг/доход): +17 баллов; Стаж работы (мес): +16 баллов; PTI (платёж/доход): +13 баллов
AP002580,571,0.0193,toladi,Одобрено (скор 571). Положительные факторы: Медианный доход: +34 баллов; Стаж работы (мес): +18 баллов; PTI (платёж/доход): +13 баллов
AP002581,502,0.0488,toladi,Одобрено (скор 502). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +13 баллов; Возраст: +12 баллов
AP002582,486,0.06,toladi,Одобрено (скор 486). Положительные факторы: Стаж работы (мес): +21 баллов; Возраст: +20 баллов; Тип занятости: +11 баллов
AP002583,441,0.1068,defolt,Отказ (скор 441). Основные факторы: Стаж работы (мес): -19 баллов; Сумма/Доход: -17 баллов; PTI (платёж/доход): -12 баллов
AP002584,501,0.049,toladi,Одобрено (скор 501). Положительные факторы: Стаж работы (мес): +24 баллов; Нестабильность дохода (CV): +7 баллов; Тип занятости: +4 баллов
AP002585,457,0.0874,toladi,Одобрено (скор 457). Положительные факторы: Возраст: +15 баллов; Срок кредита (мес): +15 баллов
AP002586,512,0.0424,toladi,Одобрено (скор 512). Положительные факторы: Медианный доход: +37 баллов; Срок кредита (мес): +15 баллов; DTI (долг/доход): +11 баллов
AP002587,525,0.036,toladi,Одобрено (скор 525). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +17 баллов; Возраст: +15 баллов
AP002588,583,0.0164,toladi,Одобрено (скор 583). Положительные факторы: Стаж работы (мес): +27 баллов; Медианный доход: +20 баллов; DTI (долг/доход): +17 баллов
AP002589,337,0.3365,defolt,Отказ (скор 337). Основные факторы: DTI (долг/доход): -65 баллов; Макс. просрочка (дн): -40 баллов; PTI (платёж/доход): -39 баллов
AP002590,466,0.0776,toladi,Одобрено (скор 466). Положительные факторы: DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов
AP002591,539,0.0298,toladi,Одобрено (скор 539). Положительные факторы: Стаж работы (мес): +19 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов
AP002592,557,0.0232,toladi,Одобрено (скор 557). Положительные факторы: Стаж работы (мес): +20 баллов; Медианный доход: +16 баллов; Возраст: +15 баллов
AP002593,417,0.1434,defolt,Отказ (скор 417). Основные факторы: DTI (долг/доход): -40 баллов; PTI (платёж/доход): -22 баллов; Стаж работы (мес): -19 баллов
AP002594,485,0.0611,toladi,Одобрено (скор 485). Положительные факторы: DTI (долг/доход): +17 баллов; Тип занятости: +11 баллов; Срок кредита (мес): +11 баллов
AP002595,533,0.0321,toladi,Одобрено (скор 533). Положительные факторы: Стаж работы (мес): +18 баллов; PTI (платёж/доход): +15 баллов; DTI (долг/доход): +15 баллов
AP002596,266,0.5731,defolt,Отказ (скор 266). Основные факторы: Тип занятости: -190 баллов; Стаж работы (мес): -28 баллов; Возраст: -16 баллов
AP002597,495,0.0532,toladi,Одобрено (скор 495). Положительные факторы: Тип занятости: +13 баллов; Возраст: +13 баллов; Стаж работы (мес): +11 баллов
AP002598,469,0.075,toladi,Одобрено (скор 469). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +13 баллов; Тип занятости: +11 баллов
AP002599,458,0.0857,toladi,Одобрено (скор 458). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +14 баллов
AP002600,488,0.0589,toladi,Одобрено (скор 488). Положительные факторы: Стаж работы (мес): +20 баллов; Срок кредита (мес): +11 баллов
AP002601,489,0.0577,toladi,Одобрено (скор 489). Положительные факторы: Возраст: +11 баллов; Срок кредита (мес): +11 баллов; Стаж работы (мес): +8 баллов
AP002602,487,0.0592,toladi,Одобрено (скор 487). Положительные факторы: PTI (платёж/доход): +11 баллов; Нестабильность дохода (CV): +8 баллов; DTI (долг/доход): +7 баллов
AP002603,249,0.6305,defolt,Отказ (скор 249). Основные факторы: DTI (долг/доход): -98 баллов; PTI (платёж/доход): -56 баллов; Срок кредита (мес): -22 баллов
AP002604,467,0.0769,toladi,Одобрено (скор 467). Положительные факторы: PTI (платёж/доход): +14 баллов; DTI (долг/доход): +12 баллов; Тип занятости: +11 баллов
AP002605,564,0.0212,toladi,Одобрено (скор 564). Положительные факторы: Медианный доход: +23 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов
AP002606,411,0.1526,defolt,Отказ (скор 411). Основные факторы: Медианный доход: -16 баллов; Возраст: -15 баллов; Стаж работы (мес): -14 баллов
AP002607,580,0.0172,toladi,Одобрено (скор 580). Положительные факторы: Медианный доход: +22 баллов; Возраст: +21 баллов; DTI (долг/доход): +17 баллов
AP002608,524,0.0366,toladi,Одобрено (скор 524). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов; Тип занятости: +13 баллов
AP002609,502,0.049,toladi,Одобрено (скор 502). Положительные факторы: DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов; Тип занятости: +11 баллов
AP002610,205,0.7575,defolt,Отказ (скор 205). Основные факторы: DTI (долг/доход): -121 баллов; PTI (платёж/доход): -78 баллов; Макс. просрочка (дн): -40 баллов
AP002611,451,0.0946,toladi,Одобрено (скор 451). Положительные факторы: Тип занятости: +11 баллов; DTI (долг/доход): +10 баллов
AP002612,228,0.696,defolt,Отказ (скор 228). Основные факторы: Тип занятости: -190 баллов; Стаж работы (мес): -28 баллов; Сумма/Доход: -20 баллов
AP002613,498,0.0515,toladi,Одобрено (скор 498). Положительные факторы: Возраст: +20 баллов; Срок кредита (мес): +15 баллов; Образование: +6 баллов
AP002614,534,0.0317,toladi,Одобрено (скор 534). Положительные факторы: Возраст: +15 баллов; Тип занятости: +13 баллов; PTI (платёж/доход): +12 баллов
AP002615,530,0.0334,toladi,Одобрено (скор 530). Положительные факторы: Возраст: +20 баллов; DTI (долг/доход): +17 баллов; Стаж работы (мес): +15 баллов
AP002616,489,0.0574,toladi,Одобрено (скор 489). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +15 баллов; Тип занятости: +11 баллов
AP002617,444,0.1023,defolt,Отказ (скор 444). Основные факторы: Сумма/Доход: -31 баллов; Срок кредита (мес): -22 баллов; Возраст: -16 баллов
AP002618,463,0.0803,toladi,Одобрено (скор 463). Положительные факторы: DTI (долг/доход): +15 баллов; PTI (платёж/доход): +14 баллов; Возраст: +14 баллов
AP002619,453,0.0922,toladi,Одобрено (скор 453). Положительные факторы: DTI (долг/доход): +17 баллов; Стаж работы (мес): +14 баллов
AP002620,289,0.4952,defolt,Отказ (скор 289). Основные факторы: Тип занятости: -190 баллов; Стаж работы (мес): -28 баллов; Медианный доход: -15 баллов
AP002621,478,0.0665,toladi,Одобрено (скор 478). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов; Тип занятости: +11 баллов
AP002622,481,0.0641,toladi,Одобрено (скор 481). Положительные факторы: Стаж работы (мес): +27 баллов; DTI (долг/доход): +14 баллов
AP002623,553,0.0246,toladi,Одобрено (скор 553). Положительные факторы: Медианный доход: +61 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов
AP002624,502,0.0489,toladi,Одобрено (скор 502). Положительные факторы: Стаж работы (мес): +21 баллов; Медианный доход: +10 баллов; Нестабильность дохода (CV): +7 баллов
AP002625,494,0.0539,toladi,Одобрено (скор 494). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +14 баллов; Тип занятости: +13 баллов
AP002626,513,0.0423,toladi,Одобрено (скор 513). Положительные факторы: Возраст: +20 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +15 баллов
AP002627,500,0.0497,toladi,Одобрено (скор 500). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +14 баллов; Тип занятости: +11 баллов
AP002628,511,0.0432,toladi,Одобрено (скор 511). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов; Медианный доход: +15 баллов
AP002629,346,0.3079,defolt,Отказ (скор 346). Основные факторы: PTI (платёж/доход): -50 баллов; DTI (долг/доход): -37 баллов; Сумма/Доход: -36 баллов
AP002630,530,0.0334,toladi,Одобрено (скор 530). Положительные факторы: Стаж работы (мес): +25 баллов; DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов
AP002631,247,0.6361,defolt,Отказ (скор 247). Основные факторы: Тип занятости: -190 баллов; Стаж работы (мес): -28 баллов; Срок кредита (мес): -22 баллов
AP002632,495,0.0534,toladi,Одобрено (скор 495). Положительные факторы: Возраст: +21 баллов; PTI (платёж/доход): +12 баллов; Тип занятости: +11 баллов
AP002633,177,0.8215,defolt,Отказ (скор 177). Основные факторы: DTI (долг/доход): -138 баллов; PTI (платёж/доход): -79 баллов; Срок кредита (мес): -22 баллов
AP002634,475,0.0691,toladi,Одобрено (скор 475). Положительные факторы: Медианный доход: +18 баллов; Стаж работы (мес): +18 баллов; Тип занятости: +13 баллов
AP002635,453,0.0917,toladi,Одобрено (скор 453). Положительные факторы: Срок кредита (мес): +15 баллов; Образование: +6 баллов
AP002636,515,0.0408,toladi,Одобрено (скор 515). Положительные факторы: Стаж работы (мес): +16 баллов; Возраст: +15 баллов; Нестабильность дохода (CV): +8 баллов
AP002637,560,0.0223,toladi,Одобрено (скор 560). Положительные факторы: Стаж работы (мес): +27 баллов; Возраст: +21 баллов; DTI (долг/доход): +17 баллов
AP002638,450,0.095,toladi,Одобрено (скор 450). Положительные факторы: DTI (долг/доход): +12 баллов; PTI (платёж/доход): +12 баллов; Стаж работы (мес): +10 баллов
AP002639,502,0.0485,toladi,Одобрено (скор 502). Положительные факторы: Стаж работы (мес): +14 баллов; PTI (платёж/доход): +12 баллов; Тип занятости: +11 баллов
AP002640,454,0.0903,toladi,Одобрено (скор 454). Положительные факторы: DTI (долг/доход): +12 баллов; PTI (платёж/доход): +12 баллов
AP002641,492,0.0559,toladi,Одобрено (скор 492). Положительные факторы: DTI (долг/доход): +12 баллов; Тип занятости: +11 баллов; PTI (платёж/доход): +10 баллов
AP002642,499,0.0506,toladi,Одобрено (скор 499). Положительные факторы: Медианный доход: +19 баллов; Тип занятости: +11 баллов; PTI (платёж/доход): +7 баллов
AP002643,479,0.0658,toladi,Одобрено (скор 479). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +10 баллов; Нестабильность дохода (CV): +8 баллов
AP002644,523,0.0368,toladi,Одобрено (скор 523). Положительные факторы: Стаж работы (мес): +26 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов
AP002645,557,0.0232,toladi,Одобрено (скор 557). Положительные факторы: Медианный доход: +34 баллов; Тип занятости: +13 баллов; PTI (платёж/доход): +12 баллов
AP002646,454,0.0906,toladi,Одобрено (скор 454). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +14 баллов
AP002647,329,0.3604,defolt,Отказ (скор 329). Основные факторы: PTI (платёж/доход): -79 баллов; DTI (долг/доход): -60 баллов; Возраст: -22 баллов
AP002648,548,0.0265,toladi,Одобрено (скор 548). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +14 баллов; Тип занятости: +13 баллов
AP002649,448,0.0983,defolt,Отказ (скор 448). Основные факторы: Сумма/Доход: -36 баллов; PTI (платёж/доход): -17 баллов
AP002650,519,0.0391,toladi,Одобрено (скор 519). Положительные факторы: Стаж работы (мес): +24 баллов; Возраст: +16 баллов; Срок кредита (мес): +15 баллов
AP002651,433,0.1175,defolt,Отказ (скор 433). Основные факторы: Нестабильность дохода (CV): -20 баллов; Стаж работы (мес): -17 баллов; Возраст: -11 баллов
AP002652,486,0.0602,toladi,Одобрено (скор 486). Положительные факторы: DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов
AP002653,513,0.0423,toladi,Одобрено (скор 513). Положительные факторы: Возраст: +14 баллов; PTI (платёж/доход): +10 баллов; DTI (долг/доход): +8 баллов
AP002654,518,0.0391,toladi,Одобрено (скор 518). Положительные факторы: DTI (долг/доход): +17 баллов; Стаж работы (мес): +15 баллов; Тип занятости: +11 баллов
AP002655,533,0.0323,toladi,Одобрено (скор 533). Положительные факторы: Медианный доход: +28 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов
AP002656,376,0.2277,defolt,Отказ (скор 376). Основные факторы: DTI (долг/доход): -52 баллов; PTI (платёж/доход): -27 баллов; Срок кредита (мес): -22 баллов
AP002657,501,0.049,toladi,Одобрено (скор 501). Положительные факторы: PTI (платёж/доход): +12 баллов; Тип занятости: +11 баллов; DTI (долг/доход): +11 баллов
AP002658,501,0.0493,toladi,Одобрено (скор 501). Положительные факторы: Медианный доход: +19 баллов; Тип занятости: +11 баллов; Стаж работы (мес): +10 баллов
AP002659,433,0.1179,defolt,Отказ (скор 433). Основные факторы: Макс. просрочка (дн): -40 баллов; Стаж работы (мес): -19 баллов
AP002660,474,0.0705,toladi,Одобрено (скор 474). Положительные факторы: DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов; Тип занятости: +13 баллов
AP002661,512,0.0429,toladi,Одобрено (скор 512). Положительные факторы: DTI (долг/доход): +17 баллов; PTI (платёж/доход): +15 баллов; Возраст: +14 баллов
AP002662,557,0.0234,toladi,Одобрено (скор 557). Положительные факторы: Медианный доход: +22 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +12 баллов
AP002663,548,0.0262,toladi,Одобрено (скор 548). Положительные факторы: DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов; PTI (платёж/доход): +12 баллов
AP002664,523,0.0367,toladi,Одобрено (скор 523). Положительные факторы: Медианный доход: +45 баллов; Тип занятости: +11 баллов; PTI (платёж/доход): +10 баллов
AP002665,450,0.0947,toladi,Одобрено (скор 450). Положительные факторы: Тип занятости: +13 баллов; Нестабильность дохода (CV): +8 баллов
AP002666,526,0.0356,toladi,Одобрено (скор 526). Положительные факторы: Медианный доход: +21 баллов; PTI (платёж/доход): +15 баллов; DTI (долг/доход): +14 баллов
AP002667,474,0.0698,toladi,Одобрено (скор 474). Положительные факторы: Нестабильность дохода (CV): +8 баллов; PTI (платёж/доход): +7 баллов
AP002668,508,0.0451,toladi,Одобрено (скор 508). Положительные факторы: Стаж работы (мес): +25 баллов; PTI (платёж/доход): +14 баллов; DTI (долг/доход): +13 баллов
AP002669,508,0.045,toladi,Одобрено (скор 508). Положительные факторы: Стаж работы (мес): +18 баллов; DTI (долг/доход): +17 баллов; PTI (платёж/доход): +16 баллов
AP002670,550,0.0257,toladi,Одобрено (скор 550). Положительные факторы: Стаж работы (мес): +21 баллов; Тип занятости: +11 баллов; PTI (платёж/доход): +11 баллов
AP002671,463,0.0808,toladi,Одобрено (скор 463). Положительные факторы: DTI (долг/доход): +15 баллов; Срок кредита (мес): +11 баллов
AP002672,455,0.0898,toladi,Одобрено (скор 455). Положительные факторы: Тип занятости: +13 баллов; Возраст: +8 баллов
AP002673,273,0.5497,defolt,Отказ (скор 273). Основные факторы: Тип занятости: -190 баллов; Стаж работы (мес): -28 баллов; Срок кредита (мес): -22 баллов
AP002674,495,0.0534,toladi,Одобрено (скор 495). Положительные факторы: Возраст: +13 баллов; PTI (платёж/доход): +11 баллов; Нестабильность дохода (CV): +7 баллов
AP002675,518,0.0391,toladi,Одобрено (скор 518). Положительные факторы: PTI (платёж/доход): +17 баллов; DTI (долг/доход): +17 баллов; Возраст: +13 баллов
AP002676,451,0.0945,toladi,Одобрено (скор 451). Положительные факторы: Тип занятости: +11 баллов; Возраст: +10 баллов
AP002677,507,0.0454,toladi,Одобрено (скор 507). Положительные факторы: Возраст: +20 баллов; DTI (долг/доход): +17 баллов; Срок кредита (мес): +15 баллов
AP002678,276,0.5411,defolt,Отказ (скор 276). Основные факторы: DTI (долг/доход): -138 баллов; PTI (платёж/доход): -79 баллов; Медианный доход: -18 баллов
