applicant_id,loan_id,bank,summa,muddat_oy,oylik_tolov,qoldiq,max_kechikish_kun,status
A001007,L0000821,BANK-09,31810958,24,1746737,11520168,15,faol
A001008,L0000822,BANK-06,17543922,6,3548000,9664448,0,faol
A001008,L0000823,BANK-12,6344711,36,232728,1643381,0,yopilgan
A001013,L0000824,BANK-12,11318968,60,203515,1622851,45,faol
A001015,L0000825,BANK-08,8701391,24,409465,3122421,0,faol
A001016,L0000826,BANK-03,39286508,12,4341978,21192388,0,faol
A001016,L0000827,BANK-12,30925752,18,2306158,4842273,0,faol
A001018,L0000828,BANK-02,77091841,18,5772734,51278144,0,faol
A001021,L0000829,BANK-07,2998886,18,206932,447861,45,faol
A001024,L0000830,BANK-07,32123642,36,1080883,6296197,0,faol
A001025,L0000831,BANK-01,12458925,36,428577,4811753,0,faol
A001027,L0000832,BANK-06,6424179,60,131648,2961617,0,faol
A001027,L0000833,BANK-06,18844929,24,959806,9968498,0,faol
A001029,L0000834,BANK-03,21223287,12,1965684,2331201,15,faol
A001031,L0000835,BANK-08,14030169,12,1537593,10120795,0,faol
A001031,L0000836,BANK-08,6402043,60,137011,5460488,15,yopilgan
A001033,L0000837,BANK-08,12362439,24,596918,8726756,0,yopilgan
A001034,L0000838,BANK-02,18770959,6,3410506,3123781,0,yopilgan
A001036,L0000839,BANK-02,15316901,6,3081859,8583113,0,faol
A001036,L0000840,BANK-11,7525901,60,147649,2143517,0,faol
A001047,L0000841,BANK-09,11358851,36,397179,8515117,0,faol
A001048,L0000842,BANK-12,13701720,60,261309,9547147,0,faol
A001050,L0000843,BANK-11,1138592,24,54764,668264,95,faol
A001050,L0000844,BANK-01,151310851,24,7612605,35282116,0,yopilgan
A001052,L0000845,BANK-05,45322125,60,827762,8108421,0,faol
A001056,L0000846,BANK-01,11764481,18,733108,2147223,0,faol
A001056,L0000847,BANK-03,4073037,6,868814,441072,95,yopilgan
A001057,L0000848,BANK-09,7188543,6,1288690,6439003,0,faol
A001058,L0000849,BANK-11,10807996,36,404243,9345376,0,faol
A001058,L0000850,BANK-04,11638033,6,2517084,8556752,15,yopilgan
A001059,L0000851,BANK-08,8350308,18,517013,4014176,0,yopilgan
A001059,L0000852,BANK-11,25687912,60,458838,10544147,15,yopilgan
A001061,L0000853,BANK-04,3908386,6,701820,2108248,0,faol
A001061,L0000854,BANK-07,21629535,12,2309069,16270512,0,faol
A001063,L0000855,BANK-12,29693131,12,3003333,5209048,0,faol
A001067,L0000856,BANK-02,8793977,60,196267,6526317,15,faol
A001067,L0000857,BANK-04,5545505,60,107052,2702742,0,faol
A001070,L0000858,BANK-09,27665441,60,517798,24456990,45,yopilgan
A001070,L0000859,BANK-02,3330934,6,734428,2162089,0,faol
A001071,L0000860,BANK-09,16782122,18,998275,7943810,0,faol
A001073,L0000861,BANK-12,8446866,36,285331,2868680,45,faol
A001077,L0000862,BANK-11,8528304,60,184774,5520833,0,yopilgan
A001077,L0000863,BANK-02,6940304,12,726896,4488575,0,faol
A001078,L0000864,BANK-12,4880973,24,235497,682661,0,faol
A001078,L0000865,BANK-10,1897266,6,378022,1057569,0,yopilgan
A001079,L0000866,BANK-08,15010845,36,537520,1930123,0,faol
A001079,L0000867,BANK-10,3776963,18,233272,1612027,0,yopilgan
A001079,L0000868,BANK-10,8815944,36,323080,5384690,0,faol
A001080,L0000869,BANK-07,2833748,36,98338,496965,0,faol
A001080,L0000870,BANK-05,25241414,6,5355179,20173725,0,yopilgan
A001081,L0000871,BANK-12,16415442,6,3418706,1890415,0,faol
A001084,L0000872,BANK-08,89865054,18,6414825,62979452,0,faol
A001085,L0000873,BANK-10,28028513,60,598003,6314746,0,faol
A001085,L0000874,BANK-11,13539381,24,692778,4504260,0,yopilgan
A001086,L0000875,BANK-07,6524007,36,222500,3342839,0,faol
A001087,L0000876,BANK-07,7186793,24,338370,1751711,0,faol
A001087,L0000877,BANK-07,38923563,18,2719726,22111080,0,yopilgan
A001087,L0000878,BANK-02,7932762,18,508400,6783724,0,faol
A001089,L0000879,BANK-11,12139225,12,1091657,8422385,0,faol
A001089,L0000880,BANK-03,86787104,6,18355620,20710883,15,faol
A001091,L0000881,BANK-08,12072280,60,237100,6025723,0,faol
A001093,L0000882,BANK-06,3766596,12,382684,1224008,0,faol
A001093,L0000883,BANK-04,14801319,18,990658,7476088,0,yopilgan
A001094,L0000884,BANK-07,22707240,36,817817,12843864,0,yopilgan
A001095,L0000885,BANK-10,13746931,12,1521388,5667416,0,faol
A001095,L0000886,BANK-07,4604350,60,92737,2442935,0,faol
A001095,L0000887,BANK-12,15405101,6,2859019,7324597,0,faol
A001098,L0000888,BANK-02,15004832,36,538072,2931660,0,faol
A001098,L0000889,BANK-02,6096850,12,596442,1927588,95,faol
A001100,L0000890,BANK-12,21333021,12,2003183,8070514,0,faol
A001100,L0000891,BANK-01,5744074,6,1252755,1940764,0,faol
A001102,L0000892,BANK-03,9542873,36,337249,3382865,15,faol
A001102,L0000893,BANK-04,27919560,18,1689609,16164433,0,yopilgan
A001103,L0000894,BANK-10,23221564,12,2160492,18648218,0,faol
A001106,L0000895,BANK-06,5957422,6,1204822,3136098,0,faol
A001107,L0000896,BANK-11,13298353,36,428271,7405728,45,faol
A001111,L0000897,BANK-02,9479007,6,1786639,5373461,0,faol
A001113,L0000898,BANK-09,6606572,6,1218429,2582875,0,faol
A001114,L0000899,BANK-08,35566855,6,6383910,7595062,15,faol
A001115,L0000900,BANK-11,10849498,12,988901,6577357,0,faol
A001119,L0000901,BANK-06,14638905,24,751977,12141532,0,faol
A001119,L0000902,BANK-06,32760567,12,3646787,10668120,0,faol
A001121,L0000903,BANK-03,26526574,6,5362307,17857033,0,yopilgan
A001123,L0000904,BANK-02,6959839,6,1220475,4991634,45,faol
A001124,L0000905,BANK-01,25040817,12,2527714,9253771,0,faol
A001125,L0000906,BANK-11,11131490,12,1224813,6450556,0,faol
A001125,L0000907,BANK-04,5880287,6,1187046,1805432,0,yopilgan
A001128,L0000908,BANK-06,34308330,24,1719261,10660816,0,yopilgan
A001128,L0000909,BANK-12,12241514,12,1305526,6888904,15,yopilgan
A001129,L0000910,BANK-01,11801812,18,742570,3961017,45,faol
A001130,L0000911,BANK-03,4788371,12,535551,3663571,0,yopilgan
A001131,L0000912,BANK-01,8091977,60,148021,3476109,0,faol
A001131,L0000913,BANK-05,33655721,36,1222076,10565772,0,faol
A001131,L0000914,BANK-02,12176322,60,243069,8079339,15,faol
A001133,L0000915,BANK-09,31575810,12,3477045,8354104,0,yopilgan
A001133,L0000916,BANK-07,5087892,18,312842,3011990,0,faol
A001134,L0000917,BANK-01,19631155,60,417706,11362243,0,faol
A001134,L0000918,BANK-07,5109760,12,507137,1556174,15,faol
A001136,L0000919,BANK-11,4486241,6,846904,1167618,0,yopilgan
A001137,L0000920,BANK-01,14261129,60,260065,3038794,0,faol
A001137,L0000921,BANK-02,1916847,24,86485,1216046,0,faol
A001137,L0000922,BANK-05,2966925,60,62059,906952,45,faol
A001138,L0000923,BANK-04,22200912,60,485508,9328118,0,faol
A001139,L0000924,BANK-02,6777327,36,228244,5529898,15,faol
A001140,L0000925,BANK-06,10117152,6,2044335,7240668,0,faol
A001141,L0000926,BANK-05,7763187,36,288781,4090615,0,yopilgan
A001143,L0000927,BANK-03,14406828,18,928472,3796527,0,faol
A001143,L0000928,BANK-12,35030378,36,1198925,13168355,0,faol
A001147,L0000929,BANK-10,40489497,36,1260884,9155681,15,yopilgan
A001147,L0000930,BANK-03,12694560,18,756294,9833708,0,faol
A001152,L0000931,BANK-03,7645051,12,845795,2616553,0,faol
A001152,L0000932,BANK-06,8490563,36,298440,4902713,0,faol
A001152,L0000933,BANK-11,4916682,36,177874,3720196,0,faol
A001161,L0000934,BANK-12,4783337,12,448327,1679931,0,faol
A001164,L0000935,BANK-09,14974658,60,271923,9859302,0,faol
A001168,L0000936,BANK-10,14281228,18,968235,6890706,45,faol
A001172,L0000937,BANK-10,12592085,6,2748303,1670093,15,yopilgan
A001173,L0000938,BANK-06,78113527,12,8034921,67060224,0,faol
A001174,L0000939,BANK-08,18051045,12,1923411,14087032,15,faol
A001174,L0000940,BANK-04,43009497,18,2741524,15175012,0,yopilgan
A001175,L0000941,BANK-01,40979857,36,1214532,24000621,0,faol
A001176,L0000942,BANK-06,11673314,12,1230475,4006896,0,faol
A001177,L0000943,BANK-05,13611063,36,471185,2837049,0,faol
A001180,L0000944,BANK-10,12258789,60,264187,7501205,95,yopilgan
A001181,L0000945,BANK-10,39327048,60,692591,34330257,0,faol
A001182,L0000946,BANK-03,11229880,12,1164296,3182611,45,faol
A001183,L0000947,BANK-09,42820861,60,921378,36470855,15,faol
A001184,L0000948,BANK-11,21815775,24,1015575,2834119,0,faol
A001184,L0000949,BANK-01,16828583,6,3003289,7110381,0,faol
A001186,L0000950,BANK-12,14328301,24,653759,4102872,0,faol
A001186,L0000951,BANK-08,16798719,36,521067,6367482,0,yopilgan
A001191,L0000952,BANK-12,12874904,36,464310,5251810,0,faol
A001191,L0000953,BANK-05,3230919,36,102952,459374,0,faol
A001194,L0000954,BANK-12,22528385,12,2339972,2914855,15,faol
A001196,L0000955,BANK-09,10288077,6,2149153,3774388,0,faol
A001197,L0000956,BANK-09,27808302,12,2789966,14135968,0,faol
A001198,L0000957,BANK-10,18089211,6,3864692,15994901,0,faol
A001198,L0000958,BANK-05,19872621,6,3670531,11345481,0,faol
A001201,L0000959,BANK-08,13265039,36,471758,6761858,0,faol
A001205,L0000960,BANK-11,4180498,24,210559,2536360,0,yopilgan
A001206,L0000961,BANK-10,10369232,12,1112166,2764542,0,faol
A001208,L0000962,BANK-02,13143161,18,928954,9712955,0,faol
A001208,L0000963,BANK-03,8444439,18,511811,6849536,15,faol
A001210,L0000964,BANK-07,27707233,60,565994,15799287,0,faol
A001212,L0000965,BANK-06,31189961,12,3412165,20549277,0,faol
A001214,L0000966,BANK-11,11731266,12,1249065,9187490,0,faol
A001215,L0000967,BANK-12,2114137,24,94010,524614,0,faol
A001216,L0000968,BANK-11,46444053,60,917197,26761165,45,faol
A001216,L0000969,BANK-07,24380877,6,5245804,8739417,0,faol
A001217,L0000970,BANK-10,29496208,12,3246637,12022520,0,faol
A001218,L0000971,BANK-09,12318236,36,445304,5903430,15,faol
A001219,L0000972,BANK-04,9413348,24,414485,1454561,0,faol
A001219,L0000973,BANK-12,4400692,24,212642,922571,45,yopilgan
A001219,L0000974,BANK-06,15832611,12,1556276,14109764,0,faol
A001220,L0000975,BANK-01,11645625,6,2323307,2931635,0,faol
A001220,L0000976,BANK-10,17371895,6,3895796,8595188,0,faol
A001220,L0000977,BANK-11,25647778,36,901445,15451697,0,yopilgan
A001222,L0000978,BANK-04,3243532,36,110301,1474850,0,yopilgan
A001223,L0000979,BANK-04,3338710,36,120519,1505327,45,yopilgan
A001225,L0000980,BANK-02,16937046,60,358436,14332236,0,faol
A001225,L0000981,BANK-06,8089472,6,1611511,1840497,95,yopilgan
A001225,L0000982,BANK-02,10315331,6,2046377,2255435,0,faol
A001226,L0000983,BANK-10,6379565,36,220553,1121602,0,faol
A001226,L0000984,BANK-05,17717002,6,3826133,8136063,15,faol
A001228,L0000985,BANK-12,10332305,12,943811,7555164,0,faol
A001230,L0000986,BANK-11,14730849,60,270197,12397861,15,faol
A001231,L0000987,BANK-03,1939960,24,88489,379436,0,yopilgan
A001231,L0000988,BANK-10,6228819,12,614073,4148560,0,faol
A001232,L0000989,BANK-04,6873430,6,1245463,1922050,0,faol
A001232,L0000990,BANK-11,37993496,36,1326699,9217297,15,faol
A001232,L0000991,BANK-10,43238434,24,2078688,31106243,0,faol
A001233,L0000992,BANK-09,11154626,36,367277,4704287,0,faol
A001234,L0000993,BANK-06,40607813,24,1941032,23664474,0,yopilgan
A001234,L0000994,BANK-09,6063561,18,443781,2317680,15,faol
A001234,L0000995,BANK-02,16786928,36,621869,12146105,15,faol
A001235,L0000996,BANK-04,26384749,60,520840,3493147,0,faol
A001236,L0000997,BANK-10,55095654,24,2513196,44244512,0,faol
A001238,L0000998,BANK-11,16075602,24,718610,7088040,0,faol
A001238,L0000999,BANK-12,31992250,12,2981452,20029389,0,faol
A001238,L0001000,BANK-03,14204362,24,722434,4018981,0,faol
A001239,L0001001,BANK-10,7399002,6,1403848,3834966,0,faol
A001239,L0001002,BANK-05,48443155,18,2905919,20023452,95,faol
A001239,L0001003,BANK-05,4217694,24,192560,1116064,15,faol
A001241,L0001004,BANK-09,9703854,24,432576,2787816,0,faol
A001241,L0001005,BANK-10,19018839,12,1855648,6233846,45,faol
A001242,L0001006,BANK-04,9563757,12,871543,2293018,15,faol
A001243,L0001007,BANK-03,13692879,60,246251,1811745,0,yopilgan
A001244,L0001008,BANK-01,15412150,60,277956,5908867,0,yopilgan
A001244,L0001009,BANK-10,6258212,60,121334,3559442,0,faol
A001245,L0001010,BANK-06,30855979,6,6727446,12169945,0,faol
A001246,L0001011,BANK-04,13555128,12,1402615,2248681,0,yopilgan
A001246,L0001012,BANK-03,19725718,6,4330108,9675376,0,faol
A001248,L0001013,BANK-05,33322881,24,1601474,26110069,95,faol
A001249,L0001014,BANK-07,5460358,12,591028,1009934,15,yopilgan
A001251,L0001015,BANK-02,67777823,60,1229743,47705669,0,faol
A001251,L0001016,BANK-03,21659598,6,4366697,7766030,0,faol
A001251,L0001017,BANK-10,12677856,6,2627959,10405697,0,yopilgan
A001252,L0001018,BANK-08,17102345,6,3294746,1943995,0,yopilgan
A001253,L0001019,BANK-02,8557138,18,590719,2861374,0,yopilgan
A001256,L0001020,BANK-06,12988790,6,2431441,6351973,15,yopilgan
A001256,L0001021,BANK-01,5940029,6,1154610,1252822,45,faol
A001257,L0001022,BANK-08,23909169,6,4917151,15607427,0,faol
A001257,L0001023,BANK-06,1697810,6,327006,1496852,0,faol
A001259,L0001024,BANK-02,12934655,60,262128,2129821,0,faol
A001259,L0001025,BANK-04,32162728,60,594756,18839611,0,faol
A001261,L0001026,BANK-08,3683458,36,122582,3046080,0,faol
A001261,L0001027,BANK-09,26768967,36,966337,17794442,95,faol
A001262,L0001028,BANK-02,9617130,24,451729,5699444,0,faol
A001263,L0001029,BANK-09,10401949,36,362584,5856986,0,yopilgan
A001265,L0001030,BANK-01,5612014,6,1005801,650840,0,faol
A001267,L0001031,BANK-03,7487776,6,1544901,2045355,0,faol
A001268,L0001032,BANK-08,35442498,60,719353,29136172,0,faol
A001274,L0001033,BANK-04,19483350,36,597350,5856461,0,faol
A001274,L0001034,BANK-05,8549711,24,447371,6387932,0,faol
A001277,L0001035,BANK-05,13376721,36,397948,2943727,45,faol
A001280,L0001036,BANK-04,8599977,12,881664,1391147,15,faol
A001281,L0001037,BANK-12,4694831,24,257010,3985008,45,yopilgan
A001283,L0001038,BANK-09,6935139,60,146851,3573991,0,faol
A001284,L0001039,BANK-01,12345281,6,2318362,3420889,0,faol
A001284,L0001040,BANK-01,23285954,12,2471638,6014388,0,faol
A001284,L0001041,BANK-02,25155249,6,4755547,17000970,15,yopilgan
A001285,L0001042,BANK-12,9999005,60,187528,1018292,0,yopilgan
A001286,L0001043,BANK-01,46555474,24,2425740,14912069,0,faol
A001290,L0001044,BANK-09,6187466,6,1264079,2106468,0,faol
A001291,L0001045,BANK-04,11714117,36,406808,7071544,0,faol
A001292,L0001046,BANK-03,1099168,6,212864,552990,0,faol
A001295,L0001047,BANK-07,3436809,36,125345,2048344,0,faol
A001295,L0001048,BANK-10,10425135,36,340451,1670892,0,faol
A001298,L0001049,BANK-08,24810466,12,2779954,5392439,15,yopilgan
A001298,L0001050,BANK-06,17615625,6,3586332,5846414,0,faol
A001303,L0001051,BANK-06,26414353,60,562511,14274619,15,faol
A001303,L0001052,BANK-02,10078961,36,347761,3968583,0,faol
A001305,L0001053,BANK-10,21198355,36,695273,12604691,0,yopilgan
A001307,L0001054,BANK-08,3610394,18,240517,801692,15,faol
A001307,L0001055,BANK-10,5249410,18,312332,2171591,95,faol
A001308,L0001056,BANK-03,12411575,60,226164,9535930,95,faol
A001308,L0001057,BANK-07,6754245,24,369998,3175366,45,faol
A001309,L0001058,BANK-09,10172013,36,367261,1282074,0,faol
A001310,L0001059,BANK-06,11838000,6,2127550,3084785,15,yopilgan
A001310,L0001060,BANK-01,7517085,12,688198,2932409,0,faol
A001310,L0001061,BANK-07,13371621,24,622341,9433172,0,faol
A001312,L0001062,BANK-11,17095448,18,1237442,4487523,15,faol
A001313,L0001063,BANK-06,37557546,18,2728492,6592935,0,yopilgan
A001313,L0001064,BANK-04,32362970,18,2195251,18942126,15,faol
A001314,L0001065,BANK-07,25693451,36,941687,18171745,0,faol
A001315,L0001066,BANK-11,8249789,60,180829,3211991,45,yopilgan
A001316,L0001067,BANK-02,18917270,60,376729,11110856,0,faol
A001319,L0001068,BANK-12,5005673,60,94486,2795124,15,faol
A001319,L0001069,BANK-04,36988271,24,1988514,23861336,0,faol
A001320,L0001070,BANK-03,7513774,36,222050,3354290,0,faol
A001320,L0001071,BANK-10,7524395,6,1588151,6391508,0,faol
A001320,L0001072,BANK-12,15116734,12,1613049,4356771,15,faol
A001322,L0001073,BANK-04,9111511,36,336764,7918880,15,faol
A001324,L0001074,BANK-11,22755827,18,1445299,5508364,0,yopilgan
A001326,L0001075,BANK-09,10237450,36,315250,8927131,15,faol
A001327,L0001076,BANK-12,8379228,18,560829,7345432,0,yopilgan
A001327,L0001077,BANK-12,36663169,24,1934667,26395221,15,faol
A001328,L0001078,BANK-05,4132207,24,198832,2889016,0,yopilgan
A001328,L0001079,BANK-01,6990161,12,614447,4322119,95,yopilgan
A001328,L0001080,BANK-01,7412340,36,217112,4113561,0,faol
A001330,L0001081,BANK-03,14278970,6,2607092,3011272,0,yopilgan
A001331,L0001082,BANK-03,11501236,6,2168851,1939416,0,faol
A001331,L0001083,BANK-07,19345075,18,1224754,13821280,0,faol
A001333,L0001084,BANK-02,7327913,60,143497,962786,0,yopilgan
A001333,L0001085,BANK-12,24349617,12,2262402,4849666,0,faol
A001336,L0001086,BANK-07,12483114,6,2217487,8110425,0,faol
A001338,L0001087,BANK-01,8431090,60,170907,7426436,15,faol
A001338,L0001088,BANK-12,12265268,12,1078395,3877260,0,faol
A001339,L0001089,BANK-10,11014925,36,382258,6402032,45,faol
A001341,L0001090,BANK-11,3795171,18,273265,2128647,0,faol
A001342,L0001091,BANK-11,29336738,24,1403538,25175409,0,faol
A001343,L0001092,BANK-08,22725824,36,766992,10030105,0,faol
A001343,L0001093,BANK-01,18579363,60,350619,15875555,15,faol
A001345,L0001094,BANK-02,17278305,24,841533,2568342,0,yopilgan
A001347,L0001095,BANK-06,6183466,36,184958,3167153,15,faol
A001349,L0001096,BANK-04,10128204,36,313926,7398614,95,faol
A001350,L0001097,BANK-05,5840888,24,328520,4561152,45,faol
A001351,L0001098,BANK-05,6911674,12,619919,5967002,0,faol
A001354,L0001099,BANK-02,8969306,18,581449,4603378,0,faol
A001354,L0001100,BANK-10,37985484,12,3653143,17721959,0,faol
A001355,L0001101,BANK-08,12645076,36,376792,10118868,0,faol
A001358,L0001102,BANK-07,20961576,18,1337319,8695709,45,yopilgan
A001359,L0001103,BANK-09,6030873,18,362011,2484065,0,faol
A001359,L0001104,BANK-03,49293693,6,10399218,32349803,0,yopilgan
A001360,L0001105,BANK-02,15051739,12,1644266,3275766,0,faol
A001361,L0001106,BANK-01,28689222,18,2144591,17745071,95,faol
A001361,L0001107,BANK-11,15726574,36,530297,4613258,95,faol
A001365,L0001108,BANK-04,8638490,60,169795,7574375,0,faol
A001367,L0001109,BANK-07,55231657,60,1112970,39160769,15,faol
A001373,L0001110,BANK-05,2852106,12,301799,1062722,45,faol
A001374,L0001111,BANK-04,9870106,60,176996,1801985,0,faol
A001376,L0001112,BANK-01,9984892,12,1074952,1035472,0,faol
A001377,L0001113,BANK-04,46742324,36,1621164,25945427,0,yopilgan
A001377,L0001114,BANK-02,4353448,12,452813,3490314,0,yopilgan
A001378,L0001115,BANK-03,29826000,60,614213,17285593,95,faol
A001380,L0001116,BANK-02,20650448,18,1489240,11047959,0,faol
A001380,L0001117,BANK-10,20050736,36,731169,11333015,0,faol
A001380,L0001118,BANK-05,4180701,18,265724,3613133,0,faol
A001381,L0001119,BANK-04,24098290,36,872742,10005210,0,faol
A001382,L0001120,BANK-06,17886363,6,4017601,5577270,0,faol
A001382,L0001121,BANK-09,17214548,36,575658,9291260,0,faol
A001386,L0001122,BANK-08,10613893,18,683537,7252885,15,faol
A001387,L0001123,BANK-09,8822964,6,1866040,3204093,15,faol
A001387,L0001124,BANK-05,60563992,60,1339563,39668991,45,faol
A001389,L0001125,BANK-10,4903109,18,314802,556857,0,faol
A001390,L0001126,BANK-11,13606088,24,722486,6753103,0,faol
A001390,L0001127,BANK-05,19582490,6,3678941,3072594,0,faol
A001392,L0001128,BANK-05,36563415,24,1836692,23213459,0,faol
A001392,L0001129,BANK-06,3799320,36,129444,2032355,0,faol
A001394,L0001130,BANK-01,37653073,18,2749367,25663443,0,faol
A001395,L0001131,BANK-05,4406516,12,483553,3595340,15,faol
A001395,L0001132,BANK-05,9367541,36,337459,6966897,95,faol
A001400,L0001133,BANK-08,9743106,24,439645,5952824,0,yopilgan
A001400,L0001134,BANK-05,33060984,24,1673603,5754233,0,faol
A001401,L0001135,BANK-05,4043567,18,255923,3122519,15,yopilgan
A001402,L0001136,BANK-09,7602925,36,228763,2789216,15,faol
A001403,L0001137,BANK-01,21337300,12,1983455,10660329,0,faol
A001403,L0001138,BANK-11,21329570,36,714981,13480435,0,yopilgan
A001404,L0001139,BANK-04,16916962,24,855112,14979398,15,faol
A001405,L0001140,BANK-02,2972458,18,179741,1417048,0,yopilgan
A001407,L0001141,BANK-08,14877568,60,328610,7509145,0,faol
A001408,L0001142,BANK-11,29907956,12,2616993,7700928,45,yopilgan
A001409,L0001143,BANK-05,11497730,6,2031866,5364288,45,yopilgan
A001410,L0001144,BANK-04,6468939,60,120182,4505203,0,faol
A001413,L0001145,BANK-09,18531442,12,2068829,9009478,0,faol
A001413,L0001146,BANK-12,24225493,60,534042,15603384,0,faol
A001413,L0001147,BANK-02,14664466,6,2613183,11740663,0,yopilgan
A001414,L0001148,BANK-03,16924684,60,308160,7752050,0,faol
A001414,L0001149,BANK-08,48458812,12,5099569,8380406,0,faol
A001417,L0001150,BANK-10,15275045,6,2998003,5286081,0,faol
A001417,L0001151,BANK-07,10961193,24,524000,9151575,0,faol
A001420,L0001152,BANK-11,5632080,12,507524,2339838,0,faol
A001420,L0001153,BANK-01,17945556,36,639463,5265707,0,yopilgan
A001420,L0001154,BANK-05,11263763,60,201863,8848333,0,faol
A001423,L0001155,BANK-07,22212379,36,672222,16650187,15,faol
A001423,L0001156,BANK-05,12270589,60,236179,8269579,0,faol
A001424,L0001157,BANK-05,65909250,12,6534445,44423935,0,faol
A001424,L0001158,BANK-09,6708533,36,216667,3155802,15,faol
A001425,L0001159,BANK-07,9298777,36,303936,5381235,0,faol
A001426,L0001160,BANK-05,27794356,24,1464390,8863168,95,faol
A001427,L0001161,BANK-04,5868584,24,328113,1343692,0,faol
A001432,L0001162,BANK-08,2141524,24,118649,1260315,95,faol
A001432,L0001163,BANK-08,184238607,12,20417358,87035482,0,faol
A001434,L0001164,BANK-02,12352852,60,223253,8399188,0,faol
A001436,L0001165,BANK-04,10058132,12,1026885,1177798,0,faol
A001436,L0001166,BANK-11,92649205,18,5414373,74692373,0,faol
A001437,L0001167,BANK-01,22128957,18,1322713,4219392,0,faol
A001437,L0001168,BANK-12,6750390,6,1478556,4433381,0,faol
A001437,L0001169,BANK-11,8481959,60,167881,6334029,0,faol
A001438,L0001170,BANK-08,14295646,24,657992,4090003,15,faol
A001439,L0001171,BANK-02,6663563,24,301140,4151020,0,faol
A001441,L0001172,BANK-08,8423098,36,277594,4259019,45,yopilgan
A001441,L0001173,BANK-05,5736610,6,1198296,3605852,0,faol
A001442,L0001174,BANK-08,15007669,6,3046247,10870618,0,yopilgan
A001444,L0001175,BANK-03,19637325,6,4286439,12229809,0,faol
A001444,L0001176,BANK-05,6183406,60,126200,2298955,0,faol
A001445,L0001177,BANK-12,4507533,12,418514,3213757,0,faol
A001445,L0001178,BANK-11,22929985,60,497558,18909669,0,yopilgan
A001454,L0001179,BANK-10,13116414,12,1256777,3098656,95,yopilgan
A001458,L0001180,BANK-03,6497572,36,196398,3179120,15,yopilgan
A001459,L0001181,BANK-07,13771436,24,763517,5369322,0,faol
A001459,L0001182,BANK-12,12146480,60,254065,2745741,0,faol
A001459,L0001183,BANK-10,6389644,60,143142,5724825,0,faol
A001460,L0001184,BANK-06,29954114,36,997009,13987642,0,faol
A001461,L0001185,BANK-02,4592551,24,244665,1842584,0,faol
A001461,L0001186,BANK-05,9385758,18,702716,2214540,0,yopilgan
A001462,L0001187,BANK-04,26969820,60,520294,11346287,0,faol
A001462,L0001188,BANK-10,12916129,12,1246184,10352346,15,yopilgan
A001463,L0001189,BANK-08,13743404,6,2894903,6075997,15,yopilgan
A001463,L0001190,BANK-11,15417372,18,929271,4155350,45,faol
A001464,L0001191,BANK-07,5357600,24,261822,912220,15,faol
A001464,L0001192,BANK-05,5994567,36,193584,2058028,45,yopilgan
A001466,L0001193,BANK-07,8089255,12,880608,3876488,15,faol
A001466,L0001194,BANK-06,24022756,24,1104106,12073081,0,yopilgan
A001466,L0001195,BANK-04,6855507,12,737581,2061895,15,faol
A001467,L0001196,BANK-08,3507528,18,235066,2514839,15,faol
A001469,L0001197,BANK-03,12324524,12,1212649,7072450,15,faol
A001469,L0001198,BANK-08,14724574,36,493999,8806267,0,faol
A001475,L0001199,BANK-03,10674385,6,2121191,2206935,15,faol
A001475,L0001200,BANK-10,38597393,60,740438,31798641,0,yopilgan
A001476,L0001201,BANK-02,1651930,60,35009,1242412,0,yopilgan
A001478,L0001202,BANK-07,16349724,12,1743075,11308453,0,faol
A001478,L0001203,BANK-11,12935615,12,1413905,3891301,0,faol
A001478,L0001204,BANK-01,28803349,6,5907093,22946602,0,faol
A001481,L0001205,BANK-06,3184565,12,285913,2266650,0,faol
A001482,L0001206,BANK-04,7832740,18,518606,1379342,45,faol
A001482,L0001207,BANK-08,8165694,18,592745,5008851,0,faol
A001485,L0001208,BANK-11,28830940,24,1317282,14564254,0,faol
A001485,L0001209,BANK-12,5165085,24,276182,3731599,45,faol
A001487,L0001210,BANK-05,13824962,18,960064,7107931,0,yopilgan
A001487,L0001211,BANK-12,4488858,12,499497,2210306,0,faol
A001489,L0001212,BANK-02,22428307,60,490790,2626687,0,faol
A001489,L0001213,BANK-12,40595002,24,1788077,25570275,45,faol
A001491,L0001214,BANK-09,13108582,6,2890098,10362689,0,faol
A001492,L0001215,BANK-08,6378709,60,137799,3788158,0,faol
A001492,L0001216,BANK-10,45874045,60,982567,23510062,0,faol
A001494,L0001217,BANK-03,7280347,18,509765,1665652,0,faol
A001497,L0001218,BANK-02,24665592,24,1293694,21980545,0,faol
A001497,L0001219,BANK-11,11288425,24,506143,5152014,0,faol
A001498,L0001220,BANK-05,17602801,36,536729,15220664,0,faol
A001501,L0001221,BANK-06,6092247,60,107234,3877953,0,faol
A001501,L0001222,BANK-03,7538417,36,228682,909918,0,faol
A001502,L0001223,BANK-09,39704371,60,884958,9734496,0,yopilgan
A001502,L0001224,BANK-07,21498962,24,993012,7073450,0,faol
A001506,L0001225,BANK-01,2714528,24,134761,1502149,45,yopilgan
A001507,L0001226,BANK-09,6809321,18,458936,5765334,15,faol
A001507,L0001227,BANK-12,9508271,60,169869,6006393,0,faol
A001507,L0001228,BANK-11,3215501,60,61262,693009,15,faol
A001508,L0001229,BANK-10,32432218,18,1901433,10004651,0,faol
A001508,L0001230,BANK-03,17357810,18,1133810,12645023,0,faol
