application_id,applicant_id,ariza_sana,sorlgan_summa,maqsad,muddat_oy,mavjud_oylik_yuk,natija
AP000798,A000798,2024-05-13,12040475,ipoteka,24,637321,toladi
AP000799,A000799,2024-07-07,36880935,mikrobiznes,24,0,toladi
AP000800,A000800,2024-07-06,47900271,ipoteka,6,0,toladi
AP000801,A000801,2024-12-01,23353145,iste'mol,36,0,toladi
AP000802,A000802,2024-08-09,9110020,ipoteka,12,0,toladi
AP000803,A000803,2024-04-21,21894849,ta'lim,60,0,toladi
AP000804,A000804,2025-02-12,6956475,mikrobiznes,24,0,toladi
AP000805,A000805,2024-08-03,8954891,ipoteka,6,1211094,toladi
AP000806,A000806,2024-08-07,40220196,mikrobiznes,36,0,toladi
AP000807,A000807,2025-01-02,22175103,mikrobiznes,36,74307,toladi
AP000808,A000808,2024-04-19,9673090,ta'lim,6,1506173,toladi
AP000809,A000809,2024-04-18,43526326,avto,60,0,toladi
AP000810,A000810,2024-08-05,11093796,ipoteka,6,1322299,toladi
AP000811,A000811,2024-09-02,23416246,avto,60,0,toladi
AP000812,A000812,2024-11-16,12162602,kredit_karta,24,0,toladi
AP000813,A000813,2024-07-09,29918227,iste'mol,36,1995701,toladi
AP000814,A000814,2024-12-27,15524786,ipoteka,24,1484614,toladi
AP000815,A000815,2024-12-18,5902865,ipoteka,24,0,defolt
AP000816,A000816,2024-04-08,3108460,ipoteka,60,2584985,toladi
AP000817,A000817,2025-02-19,11362906,ta'lim,12,475428,toladi
AP000818,A000818,2024-07-18,27662536,ipoteka,12,0,toladi
AP000819,A000819,2024-09-30,20257245,ta'lim,36,0,toladi
AP000820,A000820,2024-06-18,21338628,ipoteka,60,0,toladi
AP000821,A000821,2024-06-05,10913422,iste'mol,12,162805,toladi
AP000822,A000822,2024-05-08,36282247,kredit_karta,60,145918,defolt
AP000823,A000823,2024-08-19,14860983,mikrobiznes,36,0,toladi
AP000824,A000824,2024-12-21,38285988,ipoteka,12,6737099,toladi
AP000825,A000825,2024-07-21,4814627,ta'lim,36,0,toladi
AP000826,A000826,2024-09-06,27671066,mikrobiznes,60,2902466,defolt
AP000827,A000827,2024-07-03,5353961,avto,6,0,toladi
AP000828,A000828,2024-09-23,11458255,ta'lim,12,2234316,toladi
AP000829,A000829,2025-01-08,10762836,ipoteka,36,0,toladi
AP000830,A000830,2025-02-28,20106161,mikrobiznes,12,332815,toladi
AP000831,A000831,2025-02-13,10093077,ipoteka,36,0,toladi
AP000832,A000832,2024-08-16,32446159,ipoteka,60,805753,toladi
AP000833,A000833,2024-12-13,12299153,kredit_karta,60,313486,toladi
AP000834,A000834,2024-10-04,9898494,kredit_karta,12,10884150,defolt
AP000835,A000835,2024-12-30,17367803,iste'mol,6,131835,toladi
AP000836,A000836,2024-07-18,14459628,mikrobiznes,60,0,toladi
AP000837,A000837,2024-07-09,7740794,mikrobiznes,6,962819,toladi
AP000838,A000838,2024-10-18,15229872,kredit_karta,12,802651,toladi
AP000839,A000839,2024-09-28,7716926,mikrobiznes,36,629132,toladi
AP000840,A000840,2024-06-23,15839399,kredit_karta,12,2627102,toladi
AP000841,A000841,2024-06-10,7352401,iste'mol,12,1202041,toladi
AP000842,A000842,2024-11-10,10388896,kredit_karta,36,384145,toladi
AP000843,A000843,2024-07-15,47118459,ta'lim,24,316057,toladi
AP000844,A000844,2024-08-31,17451641,ipoteka,36,437038,toladi
AP000845,A000845,2024-06-30,26833922,mikrobiznes,36,809667,toladi
AP000846,A000846,2024-12-15,16256598,ta'lim,12,1066202,toladi
AP000847,A000847,2024-06-03,32495961,avto,12,0,toladi
AP000848,A000848,2024-06-11,14565712,ta'lim,12,0,toladi
AP000849,A000849,2024-04-05,39311687,ipoteka,6,806694,defolt
AP000850,A000850,2024-05-30,51525729,iste'mol,12,1647045,toladi
AP000851,A000851,2024-10-23,7190968,ipoteka,6,555659,toladi
AP000852,A000852,2024-06-11,14833016,kredit_karta,12,0,toladi
AP000853,A000853,2024-10-16,34306672,ta'lim,36,0,toladi
AP000854,A000854,2024-12-14,24960149,ta'lim,60,0,toladi
AP000855,A000855,2024-12-06,6958750,ta'lim,36,2528426,toladi
AP000856,A000856,2024-04-14,16801307,kredit_karta,12,1366054,defolt
AP000857,A000857,2024-07-12,9999665,ipoteka,12,0,toladi
AP000858,A000858,2025-02-24,19931744,kredit_karta,60,683923,toladi
AP000859,A000859,2024-07-29,7243436,ipoteka,60,0,toladi
AP000860,A000860,2025-01-21,16178681,mikrobiznes,36,2683235,toladi
AP000861,A000861,2025-01-18,43527712,avto,36,0,toladi
AP000862,A000862,2024-04-09,19775514,kredit_karta,24,0,toladi
AP000863,A000863,2024-12-30,15009762,ipoteka,60,333422,toladi
AP000864,A000864,2024-10-23,23017810,kredit_karta,36,659636,toladi
AP000865,A000865,2024-12-14,19190156,ipoteka,60,1987042,toladi
AP000866,A000866,2024-09-03,25180412,iste'mol,12,0,toladi
AP000867,A000867,2024-04-26,9071453,ipoteka,36,9226477,toladi
AP000868,A000868,2024-06-03,9990453,mikrobiznes,36,0,defolt
AP000869,A000869,2025-02-21,7924613,avto,12,0,toladi
AP000870,A000870,2024-11-28,17802870,iste'mol,60,0,toladi
AP000871,A000871,2024-09-29,15463453,mikrobiznes,24,0,toladi
AP000872,A000872,2024-07-19,71930602,mikrobiznes,36,337877,toladi
AP000873,A000873,2025-01-14,12364842,iste'mol,36,0,toladi
AP000874,A000874,2025-02-21,25440103,iste'mol,60,1148822,toladi
AP000875,A000875,2024-09-28,13915532,ipoteka,12,157158,toladi
AP000876,A000876,2024-11-02,12118712,ipoteka,12,2343895,toladi
AP000877,A000877,2024-07-14,24675344,avto,6,0,toladi
AP000878,A000878,2024-09-10,2207567,ipoteka,24,1112977,defolt
AP000879,A000879,2024-06-02,5794664,iste'mol,12,10516175,toladi
AP000880,A000880,2024-11-09,13640015,ipoteka,24,139808,toladi
AP000881,A000881,2024-05-02,23162804,iste'mol,12,5890231,toladi
AP000882,A000882,2025-01-17,10430995,kredit_karta,36,844424,toladi
AP000883,A000883,2024-12-28,36526798,ipoteka,6,0,toladi
AP000884,A000884,2024-09-23,30547578,ta'lim,36,0,toladi
AP000885,A000885,2024-10-03,33367036,kredit_karta,24,3568379,toladi
AP000886,A000886,2024-07-12,11433479,ipoteka,60,796798,toladi
AP000887,A000887,2025-02-08,19378342,avto,36,141328,toladi
AP000888,A000888,2024-04-24,11417837,mikrobiznes,36,0,toladi
AP000889,A000889,2025-02-28,12370731,ipoteka,12,8425646,toladi
AP000890,A000890,2024-08-06,9451296,avto,36,730856,toladi
AP000891,A000891,2024-12-11,91339545,iste'mol,36,2040169,toladi
AP000892,A000892,2024-10-11,14489503,ta'lim,24,0,toladi
AP000893,A000893,2024-06-08,68013699,iste'mol,60,1206006,toladi
AP000894,A000894,2024-12-26,9393369,ipoteka,60,4932709,toladi
AP000895,A000895,2024-09-05,7951188,mikrobiznes,36,0,toladi
AP000896,A000896,2024-09-14,11324436,avto,60,208513,toladi
AP000897,A000897,2024-06-05,6311402,kredit_karta,36,0,toladi
AP000898,A000898,2024-07-08,17436137,iste'mol,60,2945278,toladi
AP000899,A000899,2025-02-28,40241057,kredit_karta,36,0,toladi
AP000900,A000900,2025-01-22,28796084,mikrobiznes,24,0,toladi
AP000901,A000901,2024-08-21,10776458,ipoteka,12,1750071,toladi
AP000902,A000902,2024-07-28,19646128,ipoteka,24,0,toladi
AP000903,A000903,2024-11-04,19056817,mikrobiznes,36,92323,toladi
AP000904,A000904,2024-10-10,13228353,mikrobiznes,36,5542452,toladi
AP000905,A000905,2024-08-11,13835271,avto,6,723855,toladi
AP000906,A000906,2024-11-06,9640410,iste'mol,36,254806,toladi
AP000907,A000907,2024-10-24,4487194,kredit_karta,12,2047542,toladi
AP000908,A000908,2024-08-07,18924474,kredit_karta,24,0,toladi
AP000909,A000909,2025-02-16,50853381,ta'lim,60,0,toladi
AP000910,A000910,2024-09-17,50490569,mikrobiznes,12,0,toladi
AP000911,A000911,2024-11-30,18243842,kredit_karta,60,824431,toladi
AP000912,A000912,2025-01-22,10859339,kredit_karta,6,708627,toladi
AP000913,A000913,2025-02-25,16256579,ta'lim,36,1193915,toladi
AP000914,A000914,2024-08-07,19797859,mikrobiznes,12,0,toladi
AP000915,A000915,2024-10-15,16041850,mikrobiznes,6,8265133,toladi
AP000916,A000916,2024-05-12,15535183,mikrobiznes,6,0,defolt
AP000917,A000917,2024-06-02,17795038,ipoteka,24,0,toladi
AP000918,A000918,2025-02-17,69354289,ipoteka,12,0,toladi
AP000919,A000919,2024-08-02,11361769,ta'lim,6,0,defolt
AP000920,A000920,2024-09-29,9738400,kredit_karta,6,462331,toladi
AP000921,A000921,2024-04-24,20495314,kredit_karta,60,1783414,toladi
AP000922,A000922,2024-08-27,30615898,kredit_karta,12,0,defolt
AP000923,A000923,2024-07-12,9832343,iste'mol,24,865160,toladi
AP000924,A000924,2024-05-30,66860468,ta'lim,60,1477750,toladi
AP000925,A000925,2024-12-09,14582006,avto,36,211657,toladi
AP000926,A000926,2024-11-30,6878782,iste'mol,6,893017,toladi
AP000927,A000927,2024-09-03,49802359,mikrobiznes,6,599735,toladi
AP000928,A000928,2025-01-27,48583576,ta'lim,12,0,toladi
AP000929,A000929,2024-08-05,21277244,ta'lim,12,0,toladi
AP000930,A000930,2024-05-26,7465822,ipoteka,6,1354636,toladi
AP000931,A000931,2024-12-11,27672662,ipoteka,12,0,toladi
AP000932,A000932,2025-02-01,10541718,iste'mol,6,0,defolt
AP000933,A000933,2024-04-28,20641101,kredit_karta,6,2025595,toladi
AP000934,A000934,2024-05-03,41821891,mikrobiznes,12,2292667,defolt
AP000935,A000935,2024-09-16,7713167,avto,12,1134171,toladi
AP000936,A000936,2024-05-30,26640419,iste'mol,36,597370,toladi
AP000937,A000937,2025-02-12,12835472,avto,6,0,toladi
AP000938,A000938,2024-07-09,33184560,mikrobiznes,12,1740056,defolt
AP000939,A000939,2024-10-06,13286828,ta'lim,12,0,toladi
AP000940,A000940,2024-12-05,26563238,ipoteka,60,0,toladi
AP000941,A000941,2025-01-21,7900003,ta'lim,24,0,toladi
AP000942,A000942,2024-11-10,9671599,iste'mol,36,0,toladi
AP000943,A000943,2025-02-28,6876075,mikrobiznes,6,0,toladi
AP000944,A000944,2024-10-30,6057499,ipoteka,12,0,toladi
AP000945,A000945,2024-06-10,4989680,mikrobiznes,36,6967027,defolt
AP000946,A000946,2024-06-05,7661316,kredit_karta,36,119627,toladi
AP000947,A000947,2024-06-05,13871478,kredit_karta,6,0,toladi
AP000948,A000948,2025-01-01,30735025,iste'mol,60,0,toladi
AP000949,A000949,2024-04-14,21814163,iste'mol,6,0,toladi
AP000950,A000950,2024-05-29,70097276,kredit_karta,12,0,toladi
AP000951,A000951,2025-02-07,28549157,avto,24,2975859,defolt
AP000952,A000952,2024-11-08,8462138,iste'mol,24,0,defolt
AP000953,A000953,2024-09-09,12168235,avto,36,1337542,toladi
AP000954,A000954,2024-11-12,21200768,kredit_karta,36,246156,toladi
AP000955,A000955,2025-02-05,12426466,ipoteka,60,0,toladi
AP000956,A000956,2024-07-25,7256208,kredit_karta,60,508686,toladi
AP000957,A000957,2024-07-15,14418535,iste'mol,24,1032185,toladi
AP000958,A000958,2025-01-23,17606420,kredit_karta,24,0,toladi
AP000959,A000959,2024-09-02,7850113,avto,60,735597,toladi
AP000960,A000960,2024-07-13,10797900,avto,60,0,toladi
AP000961,A000961,2024-07-27,14032104,ipoteka,6,4578394,toladi
AP000962,A000962,2024-10-27,7780709,mikrobiznes,12,0,toladi
AP000963,A000963,2024-08-03,15439918,kredit_karta,24,0,toladi
AP000964,A000964,2024-05-30,17953400,ipoteka,36,3722882,defolt
AP000965,A000965,2024-04-19,18747543,ta'lim,36,0,toladi
AP000966,A000966,2024-06-11,5565931,avto,24,902008,toladi
AP000967,A000967,2024-12-08,15047710,ta'lim,6,1159643,toladi
AP000968,A000968,2024-07-02,30993127,avto,60,0,toladi
AP000969,A000969,2024-05-03,34226363,kredit_karta,12,0,toladi
AP000970,A000970,2024-04-27,10556146,iste'mol,24,0,toladi
AP000971,A000971,2025-01-21,35828528,avto,24,2086246,defolt
AP000972,A000972,2025-01-25,16360535,avto,60,1418302,toladi
AP000973,A000973,2024-11-06,5160285,avto,6,0,toladi
AP000974,A000974,2024-08-23,20348473,iste'mol,12,33998,toladi
AP000975,A000975,2024-04-06,15485442,mikrobiznes,24,0,toladi
AP000976,A000976,2024-12-08,21130257,avto,6,4523330,toladi
AP000977,A000977,2024-10-20,12748176,ipoteka,60,0,toladi
AP000978,A000978,2024-10-16,4226077,mikrobiznes,12,1068276,toladi
AP000979,A000979,2025-02-11,47136149,kredit_karta,12,0,toladi
AP000980,A000980,2024-05-31,5528599,kredit_karta,6,0,toladi
AP000981,A000981,2024-11-16,7164807,mikrobiznes,6,1140516,toladi
AP000982,A000982,2024-04-05,15996535,ta'lim,24,1988003,toladi
AP000983,A000983,2025-02-04,9989604,mikrobiznes,24,2286971,defolt
AP000984,A000984,2024-10-02,14698871,avto,6,0,toladi
AP000985,A000985,2024-06-25,13000986,avto,6,1608012,toladi
AP000986,A000986,2024-08-20,21300904,mikrobiznes,36,0,defolt
AP000987,A000987,2024-09-01,27500186,ipoteka,6,4668017,defolt
AP000988,A000988,2024-07-22,10037394,ta'lim,36,0,toladi
AP000989,A000989,2024-08-29,3573124,iste'mol,12,778895,toladi
AP000990,A000990,2024-04-08,22436837,mikrobiznes,24,0,toladi
AP000991,A000991,2024-09-15,21077332,avto,36,0,toladi
AP000992,A000992,2025-01-15,48199119,kredit_karta,6,3885103,toladi
AP000993,A000993,2024-10-11,15143262,ta'lim,24,0,defolt
AP000994,A000994,2024-05-27,3259752,iste'mol,60,0,toladi
AP000995,A000995,2024-06-30,10299086,mikrobiznes,60,0,defolt
AP000996,A000996,2024-04-13,13010352,ta'lim,60,138044,toladi
AP000997,A000997,2024-12-01,22834977,mikrobiznes,12,4403746,defolt
AP000998,A000998,2024-06-02,9126995,ta'lim,6,0,toladi
AP000999,A000999,2024-07-27,47937521,avto,12,1483342,defolt
AP001000,A001000,2024-09-26,23561359,iste'mol,36,2660137,defolt
AP001001,A001001,2025-02-04,79254283,kredit_karta,24,6193425,toladi
AP001002,A001002,2024-06-18,10225791,ta'lim,12,0,toladi
AP001003,A001003,2025-02-25,30604260,avto,12,0,defolt
AP001004,A001004,2024-09-01,18093069,mikrobiznes,6,4870137,toladi
AP001005,A001005,2024-07-03,25523768,kredit_karta,60,3013743,toladi
AP001006,A001006,2024-09-07,32321526,mikrobiznes,12,0,toladi
AP001007,A001007,2024-12-23,13988485,iste'mol,24,2681527,toladi
AP001008,A001008,2025-02-20,14787135,ipoteka,12,3780728,defolt
AP001009,A001009,2024-12-25,4513805,ta'lim,24,0,toladi
AP001010,A001010,2024-10-20,16591827,mikrobiznes,24,0,toladi
AP001011,A001011,2024-04-22,8217850,ipoteka,6,0,toladi
AP001012,A001012,2024-07-25,8620431,avto,60,0,toladi
AP001013,A001013,2024-08-23,18404999,avto,12,203515,toladi
AP001014,A001014,2024-06-27,19185479,ipoteka,36,0,toladi
AP001015,A001015,2024-06-06,10142451,kredit_karta,24,409465,toladi
AP001016,A001016,2024-08-29,16901191,iste'mol,24,6648136,defolt
AP001017,A001017,2024-11-18,6336738,kredit_karta,6,0,toladi
AP001018,A001018,2025-02-01,12166782,ipoteka,36,5772734,toladi
AP001019,A001019,2024-06-22,5550920,iste'mol,60,0,toladi
AP001020,A001020,2025-02-06,11598422,avto,24,0,toladi
AP001021,A001021,2024-08-30,11150382,ipoteka,60,206932,toladi
AP001022,A001022,2025-01-08,10441808,ta'lim,12,0,toladi
AP001023,A001023,2024-11-12,14573301,ipoteka,36,0,toladi
AP001024,A001024,2024-06-30,11768211,avto,60,1080883,toladi
AP001025,A001025,2024-09-23,57505582,ta'lim,60,428577,toladi
AP001026,A001026,2024-07-05,9663903,avto,36,0,toladi
AP001027,A001027,2024-07-14,15613921,ipoteka,60,1091454,toladi
AP001028,A001028,2025-01-25,15512583,ta'lim,24,0,toladi
AP001029,A001029,2024-06-02,44870801,mikrobiznes,6,1965684,defolt
AP001030,A001030,2024-07-23,11200639,iste'mol,24,0,toladi
AP001031,A001031,2024-09-01,8900772,ipoteka,60,1674604,toladi
AP001032,A001032,2024-07-05,25028786,ta'lim,36,0,defolt
AP001033,A001033,2024-04-30,14535934,ta'lim,36,596918,toladi
AP001034,A001034,2024-07-11,44478807,mikrobiznes,12,3410506,toladi
AP001035,A001035,2024-11-16,102609463,ta'lim,12,0,toladi
AP001036,A001036,2024-06-15,33924873,iste'mol,60,3229508,toladi
AP001037,A001037,2024-05-27,29598963,kredit_karta,36,0,toladi
AP001038,A001038,2024-07-26,5669150,iste'mol,24,0,toladi
AP001039,A001039,2025-02-14,11883474,ta'lim,12,0,toladi
AP001040,A001040,2025-01-23,16080544,ta'lim,6,0,toladi
AP001041,A001041,2025-02-21,18358381,avto,12,0,toladi
AP001042,A001042,2024-10-22,9943595,mikrobiznes,36,0,toladi
AP001043,A001043,2025-02-09,35997951,kredit_karta,24,0,toladi
AP001044,A001044,2024-06-29,26723003,ipoteka,24,0,toladi
AP001045,A001045,2024-08-18,13953488,kredit_karta,12,0,toladi
AP001046,A001046,2024-10-02,38823033,ta'lim,60,0,toladi
AP001047,A001047,2024-12-14,24061026,iste'mol,60,397179,toladi
AP001048,A001048,2025-02-09,69544121,ta'lim,12,261309,toladi
AP001049,A001049,2024-11-04,73517664,ta'lim,60,0,toladi
AP001050,A001050,2024-12-18,12494758,kredit_karta,60,7667369,defolt
AP001051,A001051,2025-02-05,8377881,mikrobiznes,36,0,toladi
AP001052,A001052,2024-08-07,8381232,kredit_karta,6,827762,toladi
AP001053,A001053,2024-08-29,6010959,iste'mol,6,0,toladi
AP001054,A001054,2025-01-21,16602990,kredit_karta,36,0,toladi
AP001055,A001055,2024-05-25,19864367,kredit_karta,60,0,toladi
AP001056,A001056,2024-11-11,26165261,iste'mol,6,1601922,defolt
AP001057,A001057,2024-10-11,24250917,ipoteka,6,1288690,toladi
AP001058,A001058,2024-07-06,19810748,ta'lim,6,2921327,toladi
AP001059,A001059,2024-12-08,17387022,ipoteka,6,975851,toladi
AP001060,A001060,2024-08-20,7543644,avto,6,0,toladi
AP001061,A001061,2025-02-20,49906096,kredit_karta,60,3010889,toladi
AP001062,A001062,2025-02-05,30949449,kredit_karta,24,0,toladi
AP001063,A001063,2024-10-27,11118989,mikrobiznes,36,3003333,toladi
AP001064,A001064,2024-05-28,17370832,iste'mol,24,0,toladi
AP001065,A001065,2024-11-13,7891514,ta'lim,24,0,toladi
AP001066,A001066,2024-05-30,27509462,ta'lim,12,0,toladi
AP001067,A001067,2024-06-11,55007980,iste'mol,60,303319,toladi
AP001068,A001068,2024-09-11,8820019,kredit_karta,6,0,toladi
AP001069,A001069,2024-06-20,2871251,iste'mol,36,0,toladi
AP001070,A001070,2024-06-18,10703260,ta'lim,6,1252226,toladi
AP001071,A001071,2024-08-18,19972763,ta'lim,24,998275,toladi
AP001072,A001072,2024-05-19,54810312,avto,12,0,toladi
AP001073,A001073,2024-10-12,14392119,mikrobiznes,24,285331,toladi
AP001074,A001074,2024-09-07,19215724,avto,6,0,toladi
AP001075,A001075,2024-10-18,33234676,avto,6,0,defolt
AP001076,A001076,2024-12-11,17215399,kredit_karta,12,0,toladi
AP001077,A001077,2025-02-14,15019124,mikrobiznes,60,911670,toladi
AP001078,A001078,2024-12-04,34300773,mikrobiznes,36,613519,toladi
AP001079,A001079,2024-05-15,17350484,avto,36,1093872,toladi
AP001080,A001080,2025-01-30,10354899,ta'lim,36,5453517,toladi
AP001081,A001081,2024-09-22,25188455,ta'lim,12,3418706,toladi
AP001082,A001082,2024-09-30,32866916,ipoteka,12,0,toladi
AP001083,A001083,2024-07-06,7067178,mikrobiznes,60,0,toladi
AP001084,A001084,2024-05-23,10809276,avto,36,6414825,toladi
AP001085,A001085,2024-10-04,33499085,iste'mol,6,1290781,toladi
AP001086,A001086,2025-01-09,25016045,mikrobiznes,12,222500,toladi
AP001087,A001087,2024-04-15,17335899,kredit_karta,6,3566496,toladi
AP001088,A001088,2024-11-08,5819000,avto,6,0,toladi
AP001089,A001089,2024-09-10,18662476,iste'mol,24,19447277,toladi
AP001090,A001090,2024-04-11,21949113,avto,24,0,toladi
AP001091,A001091,2024-08-16,38092156,iste'mol,60,237100,defolt
AP001092,A001092,2024-08-10,6957677,ipoteka,12,0,toladi
AP001093,A001093,2024-09-04,12153351,ipoteka,60,1373342,toladi
AP001094,A001094,2024-12-26,26362531,iste'mol,6,817817,toladi
AP001095,A001095,2024-10-23,20761546,avto,6,4473144,defolt
AP001096,A001096,2024-05-31,9224519,ipoteka,36,0,defolt
AP001097,A001097,2024-10-21,36499317,ta'lim,36,0,defolt
AP001098,A001098,2024-10-07,8684239,iste'mol,36,1134514,toladi
AP001099,A001099,2024-06-09,37480975,avto,60,0,toladi
AP001100,A001100,2024-10-06,21798917,avto,12,3255938,toladi
AP001101,A001101,2024-10-10,21594039,kredit_karta,24,0,toladi
AP001102,A001102,2024-07-07,41419066,ta'lim,24,2026858,toladi
AP001103,A001103,2024-10-24,11112814,avto,60,2160492,defolt
AP001104,A001104,2025-01-27,2735518,mikrobiznes,12,0,toladi
AP001105,A001105,2024-07-11,38018953,ta'lim,6,0,defolt
AP001106,A001106,2025-01-19,22171170,mikrobiznes,12,1204822,toladi
AP001107,A001107,2025-02-05,21452621,ta'lim,60,428271,toladi
AP001108,A001108,2024-06-10,8052540,iste'mol,12,0,toladi
AP001109,A001109,2025-02-15,17101847,kredit_karta,60,0,toladi
AP001110,A001110,2024-05-02,15958983,kredit_karta,36,0,toladi
AP001111,A001111,2024-04-26,40234071,ta'lim,24,1786639,toladi
AP001112,A001112,2024-06-23,13494226,ta'lim,60,0,toladi
AP001113,A001113,2024-09-17,9074352,mikrobiznes,24,1218429,toladi
AP001114,A001114,2025-01-13,19127378,ipoteka,12,6383910,toladi
AP001115,A001115,2024-04-18,14913475,kredit_karta,6,988901,toladi
AP001116,A001116,2025-01-01,33630892,iste'mol,12,0,toladi
AP001117,A001117,2024-09-08,5475542,kredit_karta,6,0,toladi
AP001118,A001118,2024-04-18,33390481,ta'lim,36,0,toladi
AP001119,A001119,2024-07-22,15836551,kredit_karta,24,4398764,toladi
AP001120,A001120,2025-02-24,13834046,iste'mol,36,0,toladi
AP001121,A001121,2024-06-10,19943993,mikrobiznes,36,5362307,toladi
AP001122,A001122,2024-07-14,4325119,ta'lim,36,0,toladi
AP001123,A001123,2024-09-28,7658814,iste'mol,24,1220475,toladi
AP001124,A001124,2024-05-10,47278760,avto,6,2527714,toladi
AP001125,A001125,2024-11-24,11855129,ta'lim,12,2411859,toladi
AP001126,A001126,2024-04-06,14854968,iste'mol,36,0,toladi
AP001127,A001127,2024-09-23,29452645,ipoteka,60,0,toladi
AP001128,A001128,2025-01-06,9728432,kredit_karta,60,3024787,toladi
AP001129,A001129,2024-04-28,13507289,iste'mol,36,742570,toladi
AP001130,A001130,2024-09-08,22722752,mikrobiznes,12,535551,toladi
AP001131,A001131,2025-02-28,14032805,ta'lim,12,1613166,toladi
AP001132,A001132,2024-10-17,13799684,avto,6,0,toladi
AP001133,A001133,2024-08-20,57691244,avto,36,3789887,toladi
AP001134,A001134,2024-10-06,36152061,kredit_karta,36,924843,toladi
AP001135,A001135,2024-12-27,12773550,avto,6,0,toladi
AP001136,A001136,2024-08-12,30104970,kredit_karta,36,846904,toladi
AP001137,A001137,2024-07-26,18867282,avto,12,408609,toladi
AP001138,A001138,2025-01-13,15103893,iste'mol,60,485508,defolt
AP001139,A001139,2024-11-11,9713736,iste'mol,24,228244,toladi
AP001140,A001140,2024-12-15,21298402,mikrobiznes,24,2044335,toladi
AP001141,A001141,2024-10-28,23719035,mikrobiznes,12,288781,toladi
AP001142,A001142,2024-08-04,35412254,mikrobiznes,6,0,toladi
AP001143,A001143,2024-05-17,58470959,ipoteka,60,2127397,toladi
AP001144,A001144,2024-06-24,17927696,kredit_karta,12,0,toladi
AP001145,A001145,2024-09-20,6286726,kredit_karta,36,0,toladi
AP001146,A001146,2024-07-10,44809083,mikrobiznes,24,0,toladi
AP001147,A001147,2024-09-18,18778955,kredit_karta,60,2017178,toladi
AP001148,A001148,2024-11-10,26075519,avto,36,0,toladi
AP001149,A001149,2024-10-10,11676059,ta'lim,6,0,toladi
AP001150,A001150,2025-01-02,14217614,avto,24,0,toladi
AP001151,A001151,2024-07-28,7522924,iste'mol,6,0,defolt
AP001152,A001152,2025-02-20,25276978,avto,24,1322109,toladi
AP001153,A001153,2024-12-25,7094585,iste'mol,36,0,toladi
AP001154,A001154,2024-11-14,17506139,avto,6,0,toladi
AP001155,A001155,2024-07-10,19915308,iste'mol,36,0,defolt
AP001156,A001156,2024-05-23,15441273,ipoteka,6,0,toladi
AP001157,A001157,2024-12-19,5461424,ipoteka,12,0,toladi
AP001158,A001158,2025-01-31,4388335,mikrobiznes,12,0,toladi
AP001159,A001159,2025-02-16,15806071,kredit_karta,60,0,toladi
AP001160,A001160,2024-07-02,29276258,ta'lim,60,0,toladi
AP001161,A001161,2024-08-15,44597351,iste'mol,60,448327,toladi
AP001162,A001162,2024-08-18,16601653,iste'mol,12,0,toladi
AP001163,A001163,2024-06-03,2112044,avto,6,0,toladi
AP001164,A001164,2024-06-29,13803476,ta'lim,24,271923,toladi
AP001165,A001165,2024-08-14,10496157,ta'lim,6,0,toladi
AP001166,A001166,2024-12-20,14910536,ta'lim,12,0,toladi
AP001167,A001167,2025-02-12,5484576,ipoteka,12,0,toladi
AP001168,A001168,2024-04-19,8856098,avto,24,968235,toladi
AP001169,A001169,2024-12-11,12897344,ta'lim,6,0,toladi
AP001170,A001170,2024-10-04,15589846,kredit_karta,60,0,toladi
AP001171,A001171,2024-07-13,10187540,kredit_karta,24,0,toladi
AP001172,A001172,2024-05-10,5398600,avto,24,2748303,toladi
AP001173,A001173,2024-06-13,26438006,mikrobiznes,60,8034921,toladi
AP001174,A001174,2024-04-10,2727040,mikrobiznes,6,4664935,toladi
AP001175,A001175,2024-06-14,21618580,avto,60,1214532,defolt
AP001176,A001176,2024-08-21,16573727,iste'mol,6,1230475,toladi
AP001177,A001177,2024-07-12,5036525,kredit_karta,36,471185,toladi
AP001178,A001178,2024-08-05,15808985,ipoteka,6,0,toladi
AP001179,A001179,2024-06-27,15969549,avto,60,0,toladi
AP001180,A001180,2024-04-22,33153119,ta'lim,36,264187,toladi
AP001181,A001181,2025-01-22,36929233,mikrobiznes,60,692591,toladi
AP001182,A001182,2024-04-23,5958052,avto,24,1164296,toladi
AP001183,A001183,2024-12-20,7004537,iste'mol,24,921378,toladi
AP001184,A001184,2024-11-16,14602602,iste'mol,60,4018864,defolt
AP001185,A001185,2024-09-20,15999180,kredit_karta,36,0,toladi
AP001186,A001186,2024-12-29,9224960,kredit_karta,60,1174826,toladi
AP001187,A001187,2024-06-29,17862199,mikrobiznes,60,0,toladi
AP001188,A001188,2025-02-20,52851458,kredit_karta,24,0,toladi
AP001189,A001189,2024-11-10,4299002,mikrobiznes,36,0,toladi
AP001190,A001190,2025-02-05,5184892,avto,36,0,toladi
AP001191,A001191,2024-04-11,13117862,avto,36,567262,toladi
AP001192,A001192,2024-07-09,15880245,avto,60,0,toladi
AP001193,A001193,2024-08-08,25339505,kredit_karta,12,0,defolt
AP001194,A001194,2024-11-22,12026490,kredit_karta,12,2339972,toladi
AP001195,A001195,2024-10-19,16770450,ta'lim,60,0,defolt
AP001196,A001196,2025-01-25,32783431,iste'mol,60,2149153,toladi
AP001197,A001197,2024-12-28,13998312,kredit_karta,60,2789966,toladi
