applicant_id,oy,kirim,chiqim,naqd_yechish,oy_oxiri_qoldiq
A001238,2024-11,2117753,1610876,806313,374835
A001238,2024-12,2329601,2175005,665581,241910
A001238,2024-12,2334740,1303652,202608,732841
A001238,2025-01,2194604,1696247,507979,146506
A001239,2024-03,1867078,1172154,463966,53014
A001239,2024-04,3270935,1969405,926140,567904
A001239,2024-05,2294877,1759577,249326,137758
A001239,2024-06,1793060,1426691,53160,72549
A001239,2024-07,2049340,1838477,721498,0
A001239,2024-08,1301615,1116472,447906,109703
A001239,2024-09,2348303,1731714,280564,724832
A001239,2024-10,3518007,2466968,420822,640225
A001239,2024-11,2229966,1413987,321429,31713
A001239,2024-12,1879422,1561660,264387,0
A001239,2024-12,1836952,894132,700048,251431
A001239,2025-01,2613882,1826458,354279,0
A001240,2024-03,12537454,7508613,4716716,1626141
A001240,2024-04,11061741,9421816,2486528,65541
A001240,2024-05,9661741,5134245,3227033,1247372
A001240,2024-06,11200378,9661145,671837,2540064
A001240,2024-07,11697050,5918387,4611690,517153
A001240,2024-08,11890802,8607477,638686,1501931
A001240,2024-09,9397706,8245931,1193055,2633149
A001240,2024-10,7962347,4655192,590666,2290227
A001240,2024-11,12380926,10129518,3036998,3187291
A001240,2024-12,12348841,5702640,1805849,466728
A001240,2024-12,9607143,8762857,3456538,2625123
A001240,2025-01,12810997,7264803,177466,1463202
A001241,2024-03,10157793,8860824,3395167,2313296
A001241,2024-04,10051425,6850978,2172466,1085483
A001241,2024-05,9661800,6453190,432953,903379
A001241,2024-06,10127102,7665165,2980892,475232
A001241,2024-07,10048376,4771664,2386668,1909703
A001241,2024-08,10024178,8701983,915756,116719
A001241,2024-09,10342712,9746514,1824869,103620
A001241,2024-10,9907983,4469292,1606098,0
A001241,2024-11,9765574,7476233,1864663,2236349
A001241,2024-12,10387494,6332835,3808760,1825117
A001241,2024-12,9423863,6388535,165226,1536810
A001241,2025-01,9555667,7293411,3815455,1287245
A001242,2024-03,4486594,3477726,432068,1316030
A001242,2024-04,4657382,3824521,1375646,522308
A001242,2024-05,4472039,2794171,870225,0
A001242,2024-06,4726599,3475378,1303085,444843
A001242,2024-07,4892332,2961385,492928,0
A001242,2024-08,4536607,2542233,1803684,0
A001242,2024-09,4523845,3965865,1409930,980604
A001242,2024-10,4491579,3338750,1034301,1226877
A001242,2024-11,4712979,3228770,320169,573204
A001242,2024-12,4537417,4251776,1749438,771752
A001242,2024-12,4690696,4276720,488283,844646
A001242,2025-01,4584507,2801011,123932,329390
A001243,2024-03,3515709,2977089,1199885,179588
A001243,2024-04,3435098,2095526,288242,371068
A001243,2024-05,3568562,2536969,145502,1090460
A001243,2024-06,3554162,2674180,598284,1028583
A001243,2024-07,3428434,1760399,104600,0
A001243,2024-08,3345854,2974252,1274971,1066971
A001243,2024-09,3519052,3030520,773852,150139
A001243,2024-10,3398270,1643786,46835,673939
A001243,2024-11,3426504,3043619,1325118,852328
A001243,2024-12,3370567,1852862,199751,483241
A001243,2024-12,3354366,2798799,532024,937870
A001243,2025-01,3296024,2882821,932735,974946
A001244,2024-03,5305518,3588262,240542,436610
A001244,2024-04,7991550,5148647,76994,2452630
A001244,2024-05,5191586,3949053,1322849,827538
A001244,2024-06,5391117,3863641,608584,57499
A001244,2024-07,7092242,4664667,1347089,2465317
A001244,2024-08,5705329,4870661,809467,807021
A001244,2024-09,5713428,4508024,897719,0
A001244,2024-10,6383492,3944798,383795,494620
A001244,2024-11,5643759,4804699,58222,1078720
A001244,2024-12,7808005,3908707,2110915,1941681
A001244,2024-12,6068147,3866404,289654,1048032
A001244,2025-01,7088744,3869707,552298,1827641
A001245,2024-03,2635437,1970036,195138,693676
A001245,2024-04,3536529,1685410,250678,386862
A001245,2024-05,6335993,3692958,1335432,1985924
A001245,2024-06,2049295,1599098,573877,683191
A001245,2024-07,8287410,4770052,3199127,1225785
A001245,2024-08,3113709,1600002,1218375,492631
A001245,2024-09,4568805,2419939,1135965,927443
A001245,2024-10,3629052,1640469,1076235,114394
A001245,2024-11,6262216,4545992,67896,2160237
A001245,2024-12,4481592,2734964,727514,1212662
A001245,2024-12,4712773,4127598,1235559,1113724
A001245,2025-01,4107869,2145769,1433037,491012
A001246,2024-03,1855692,1529821,51612,387378
A001246,2024-04,1771012,1590978,462067,2732
A001246,2024-05,1628734,1223412,28969,42589
A001246,2024-06,1794229,1365141,199114,0
A001246,2024-07,2526714,1976555,397966,0
A001246,2024-08,2351399,1139910,19177,39727
A001246,2024-09,2401159,1702295,950093,156491
A001246,2024-10,2006942,1005764,155171,0
A001246,2024-11,1989070,1443723,491670,106319
A001246,2024-12,1564594,1096768,586478,214391
A001246,2024-12,2037668,1005878,256588,479552
A001246,2025-01,1816886,1597187,700811,17215
A001247,2024-03,5395832,3418168,1182174,1853148
A001247,2024-04,5127244,3057663,53919,533287
A001247,2024-05,5283208,2979088,1333215,786597
A001247,2024-06,5158799,3397874,1400601,1379018
A001247,2024-07,5127798,2630220,679094,1368094
A001247,2024-08,5354960,2629128,414081,12986
A001247,2024-09,5204968,4187391,1357087,0
A001247,2024-10,5410244,2833622,1894910,1444483
A001247,2024-11,5419982,5137761,700629,1332273
A001247,2024-12,5402831,3846958,1910736,1234977
A001247,2024-12,5405633,4761719,574619,0
A001247,2025-01,5535927,2752933,1374321,1465332
A001248,2024-03,2943001,2379451,1006069,855038
A001248,2024-04,2983295,2139582,202254,0
A001248,2024-05,3051838,1651654,117736,25548
A001248,2024-06,2865308,2569173,377899,160015
A001248,2024-07,3131403,1554101,1159419,212413
A001248,2024-08,3147881,2148428,1061021,0
A001248,2024-09,2897367,2006239,852005,0
A001248,2024-10,3027945,2060064,117430,19396
A001248,2024-11,3035331,2733227,830433,130948
A001248,2024-12,2946427,1949971,1167282,696548
A001248,2024-12,3019695,1539961,515943,639005
A001248,2025-01,2863944,1751914,484481,637605
A001249,2024-03,5044707,4400982,873131,1469011
A001249,2024-04,5002559,2644872,17000,1513211
A001249,2024-05,5209501,2814371,2035539,1147115
A001249,2024-06,5307136,2484057,1796099,704549
A001249,2024-07,4869126,2219286,655993,1306555
A001249,2024-08,5138164,3863333,571043,0
A001249,2024-09,5075812,2520006,1388686,1033757
A001249,2024-10,4954569,2259310,1026181,909239
A001249,2024-11,4788932,2289423,235303,858623
A001249,2024-12,5092210,2855039,1858654,404530
A001249,2024-12,5221927,2713564,270078,0
A001249,2025-01,5206339,3220928,1680314,1302713
A001250,2024-03,4434219,2391911,1304743,408577
A001250,2024-04,8655271,6229167,2327308,2939726
A001250,2024-05,6530968,3561685,776515,487379
A001250,2024-06,6654481,3672054,2535524,666444
A001250,2024-07,6956769,4710288,1503057,0
A001250,2024-08,7944306,6279215,1116850,1778145
A001250,2024-09,5835690,3436777,707491,0
A001250,2024-10,6514462,6178601,990354,831158
A001250,2024-11,6456987,3327947,1582194,0
A001250,2024-12,6114881,3451666,826585,929258
A001250,2024-12,12226219,10683903,3584707,1791537
A001250,2025-01,6877344,5059780,594033,482265
A001251,2024-03,5947202,3200899,2016536,646680
A001251,2024-04,4823976,3442309,493717,1686097
A001251,2024-05,8445351,6847558,2946873,2934433
A001251,2024-06,4840157,3428981,1574322,73047
A001251,2024-07,4790286,2593850,1476039,0
A001251,2024-08,6233594,3319472,1839196,1687455
A001251,2024-09,5022066,4045620,1504265,917121
A001251,2024-10,7974593,7267159,575674,2418221
A001251,2024-11,4781980,2498718,562419,444568
A001251,2024-12,8485269,6551288,1088300,0
A001251,2024-12,7476771,3890804,2744155,741536
A001251,2025-01,4763343,3702957,1554518,0
A001252,2024-03,3783971,2137001,549448,74100
A001252,2024-04,2729003,2411518,23996,118449
A001252,2024-05,3563245,3129552,178893,0
A001252,2024-06,3797690,2183430,978598,97705
A001252,2024-07,3974873,1929329,296959,1077789
A001252,2024-08,3754104,2727993,1469021,0
A001252,2024-09,3474040,2821238,22556,32343
A001252,2024-10,1679598,1117227,352295,257374
A001252,2024-11,3931201,3112449,1294919,648535
A001252,2024-12,3924908,2179435,480523,971745
A001252,2024-12,3327034,3104626,1018871,648647
A001252,2025-01,5122742,4285108,1684354,0
A001253,2024-03,3597222,2127717,945601,770795
A001253,2024-04,3835570,2320029,1373604,4532
A001253,2024-05,3629200,2620359,620188,193678
A001253,2024-06,3780828,3460535,810219,13754
A001253,2024-07,3608161,3136736,107216,1005598
A001253,2024-08,3565892,1766421,242715,658630
A001253,2024-09,3686894,2618994,1441807,552043
A001253,2024-10,3712503,2512209,1194282,186176
A001253,2024-11,3599159,1732080,548329,1229725
A001253,2024-12,3804573,3235948,561606,948844
A001253,2024-12,3532315,3302655,1158099,27106
A001253,2025-01,3794979,1888269,1188921,231629
A001254,2024-03,25547488,12957715,8417371,96001
A001254,2024-04,23799626,13085272,3365154,5987662
A001254,2024-05,25982625,17759599,5981156,3824258
A001254,2024-06,24691305,18977156,2037524,5470530
A001254,2024-07,25545471,20274824,3785924,145644
A001254,2024-08,23744575,14067082,2966995,0
A001254,2024-09,23464484,19993425,4849821,1851571
A001254,2024-10,25061286,15784879,6790361,6057848
A001254,2024-11,25921731,13731017,2606849,539498
A001254,2024-12,23739517,15969838,2769045,2177171
A001254,2024-12,25576395,15338262,5283865,6868873
A001254,2025-01,24444224,20718214,5720839,3238096
A001255,2024-03,1611790,1019706,246470,199293
A001255,2024-04,1630232,757298,232924,295149
A001255,2024-05,1593084,1390722,198174,104943
A001255,2024-06,1594397,994179,567163,345012
A001255,2024-07,1629262,867849,183176,255329
A001255,2024-08,1513976,1340630,245788,218315
A001255,2024-09,1602266,946195,421879,140471
A001255,2024-10,1493617,1352517,283654,342064
A001255,2024-11,1533608,1082657,207176,79880
A001255,2024-12,1615054,1379921,593566,320753
A001255,2024-12,1521398,1382536,446221,522922
A001255,2025-01,1571495,1215672,489845,422841
A001256,2024-03,6101710,3987498,120406,843188
A001256,2024-04,5784061,3839076,217489,709125
A001256,2024-05,5679404,5210068,854077,1547873
A001256,2024-06,5683477,5212141,249509,876839
A001256,2024-07,5700031,4057096,934172,1535724
A001256,2024-08,5727450,4158115,938552,1693237
A001256,2024-09,5491892,4138999,1038091,0
A001256,2024-10,5783173,3970923,1559310,892300
A001256,2024-11,5582686,4823470,2200809,735147
A001256,2024-12,5501364,2944231,549639,0
A001256,2024-12,5616791,3546498,1444065,1921145
A001256,2025-01,5602091,4432288,2122878,1097231
A001257,2024-03,17785824,9228980,6638568,0
A001257,2024-04,17627967,10794235,5739104,2221657
A001257,2024-05,18415302,8699691,2550401,3886020
A001257,2024-06,18233734,9991282,3698815,3785638
A001257,2024-07,18780782,15354810,210095,1308370
A001257,2024-08,18344316,13810133,3927468,346918
A001257,2024-09,17650414,13031702,503099,493634
A001257,2024-10,18678984,10454206,4371532,0
A001257,2024-11,18601701,13629149,2032062,2464685
A001257,2024-12,18096369,10793125,5792221,119090
A001257,2024-12,17132517,8586481,3827247,3893020
A001257,2025-01,17265664,8950518,2362814,456223
A001258,2024-03,1634892,1307697,410287,534421
A001258,2024-04,1684776,1319884,545820,365492
A001258,2024-05,1616460,1122520,267496,237235
A001258,2024-06,1747786,1638827,673727,420490
A001258,2024-07,1652897,1372948,161382,267430
A001258,2024-08,1787322,1503222,220085,560183
A001258,2024-09,1784798,1695405,102541,317567
A001258,2024-10,1620200,1047460,567654,338557
A001258,2024-11,1652046,886473,285231,425216
A001258,2024-12,1762896,950182,695623,328216
A001258,2024-12,1782412,1147662,55343,66109
A001258,2025-01,1760531,1153131,12131,455456
A001259,2024-03,1977013,1659613,438699,239293
A001259,2024-04,1806084,1252433,462317,159818
A001259,2024-05,1805358,1396562,589154,43183
A001259,2024-06,1928817,1359766,500188,381656
A001259,2024-07,1873566,1177424,479221,353973
A001259,2024-08,1951323,1338907,478096,138123
A001259,2024-09,1940705,1732020,543797,186548
A001259,2024-10,1828496,1411220,247357,0
A001259,2024-11,1989237,1358635,760518,306409
A001259,2024-12,1914936,1590144,512769,123085
A001259,2024-12,1811422,1600209,153775,377122
A001259,2025-01,1984499,937315,602061,208143
A001260,2024-03,12381322,5664443,4359751,0
A001260,2024-04,17402449,14596386,498053,323041
A001260,2024-05,16887396,13141644,3044216,3097457
A001260,2024-06,16499721,9000799,91870,0
A001260,2024-07,19101828,10734316,1863296,4889644
A001260,2024-08,11642946,5896517,1668548,1109874
A001260,2024-09,14377858,7205514,5298873,3535066
A001260,2024-10,14344668,12330927,3901799,3310780
A001260,2024-11,15574957,11522220,1939042,2010319
A001260,2024-12,13654321,6882254,1517584,1753449
A001260,2024-12,13886125,12619577,5433305,551356
A001260,2025-01,12425812,7162810,3393110,0
A001261,2024-03,2896547,1805000,943572,99952
A001261,2024-04,2805687,2350116,800465,903177
A001261,2024-05,2912959,2240319,726020,381643
A001261,2024-06,3028412,1807218,190278,892775
A001261,2024-07,2912653,2348483,291404,121499
A001261,2024-08,2775987,2457745,517130,254167
A001261,2024-09,2950913,2159246,475392,188302
A001261,2024-10,2956823,1615025,898721,243533
A001261,2024-11,3030069,1439379,514247,967780
A001261,2024-12,2868921,2479553,1098564,479302
A001261,2024-12,2854385,1944489,890782,598119
A001261,2025-01,2856837,1397615,442917,482376
A001262,2024-03,4601431,3162269,1685105,1169746
A001262,2024-04,7944847,6734621,1842584,2765163
A001262,2024-05,2953880,2161443,172033,0
A001262,2024-06,4143496,3211089,923044,124763
A001262,2024-07,4371529,3907652,1562239,0
A001262,2024-08,4971763,4198839,1129807,0
A001262,2024-09,3638831,3372016,1018808,291286
A001262,2024-10,5057316,4274322,1603848,941835
A001262,2024-11,3515985,1959827,1132905,666053
A001262,2024-12,5773555,4155534,1822964,649056
A001262,2024-12,3944967,3639717,733275,144690
A001262,2025-01,4073030,3532922,732968,0
A001263,2024-03,3225788,2664210,1267555,422038
A001263,2024-04,3336679,2415891,704628,0
A001263,2024-05,3167568,2625816,1084666,0
A001263,2024-06,3383201,3186937,681,188683
A001263,2024-07,3344650,3104997,884517,528464
A001263,2024-08,3309594,2398204,790235,1057783
A001263,2024-09,3350023,1875993,1039788,1068431
A001263,2024-10,3299775,1595401,404329,801768
A001263,2024-11,3056731,1641834,18463,0
A001263,2024-12,3265105,2158631,694882,765114
A001263,2024-12,3198366,2330474,414190,167676
A001263,2025-01,3371713,2916271,378217,519871
A001264,2024-03,2805189,1780129,774319,751371
A001264,2024-04,3014081,1568326,525377,1005660
A001264,2024-05,2849091,2039743,388435,0
A001264,2024-06,2998407,2249770,869902,916924
A001264,2024-07,2761595,2014102,776673,879562
A001264,2024-08,3002620,1801073,639170,946311
A001264,2024-09,2849895,2074142,839979,109181
A001264,2024-10,2894986,1313085,412215,526603
A001264,2024-11,2819212,1270126,868627,103910
A001264,2024-12,2861969,1849961,986350,414970
A001264,2024-12,2931634,2492921,181795,722494
A001264,2025-01,2930794,2588181,960154,388295
A001265,2024-03,5306834,2982508,1364034,1796797
A001265,2024-04,7336823,5637431,1755487,0
A001265,2024-05,9226958,6444317,634450,1420117
A001265,2024-06,6249385,3455992,106785,1419488
A001265,2024-07,5949024,5465777,734722,1687881
A001265,2024-08,7915389,5996616,1374688,1945417
A001265,2024-09,10780901,7845771,3005422,780094
A001265,2024-10,8006362,3981548,1129493,660889
A001265,2024-11,5769865,5195180,709202,298299
A001265,2024-12,6532067,3590945,2054137,1955275
A001265,2024-12,7659996,6174538,2106578,1000970
A001265,2025-01,6826042,3516977,2635365,1569082
A001266,2024-03,13145644,12487979,1809666,435516
A001266,2024-04,14590109,13659577,786371,3500075
A001266,2024-05,13836671,11903714,110516,2812640
A001266,2024-06,13178888,10575423,2948699,2950101
A001266,2024-07,13984987,10029150,1676178,4318111
A001266,2024-08,13112422,8197999,2010810,1346808
A001266,2024-09,13495457,9578874,801251,1959009
A001266,2024-10,14507330,12654618,34921,760855
A001266,2024-11,13713298,6398120,3071910,0
A001266,2024-12,14196110,8475604,3575370,2733822
A001266,2024-12,14566141,10798768,1546998,787664
A001266,2025-01,13877097,8813659,3215125,3503502
A001267,2024-03,2535549,1585040,94073,188191
A001267,2024-04,2425788,1319424,255630,0
A001267,2024-05,2624426,1311756,720400,591757
A001267,2024-06,2598121,2068468,918668,335111
A001267,2024-07,2448493,1305246,973997,647145
A001267,2024-08,2592310,2432082,497992,843549
A001267,2024-09,2539545,2093959,720877,670115
A001267,2024-10,2375016,2227439,634139,513486
A001267,2024-11,2397685,2075904,175110,13928
A001267,2024-12,2619136,1772554,690199,0
A001267,2024-12,2385461,1096633,462863,671410
A001267,2025-01,2357717,1821310,169421,479963
A001268,2024-03,1943791,1542422,249081,365366
A001268,2024-04,3029772,2713061,574174,487568
A001268,2024-05,2051698,1671649,274571,598461
A001268,2024-06,1975750,1730036,664269,14908
A001268,2024-07,1397043,1211919,369376,152995
A001268,2024-08,2091074,1320843,112797,142115
A001268,2024-09,1452546,724150,282267,197548
A001268,2024-10,2103255,1849450,192580,41334
A001268,2024-11,1485040,807496,405570,219962
A001268,2024-12,2042980,1004424,229933,699040
A001268,2024-12,1425569,1119579,358812,92573
A001268,2025-01,1630799,876707,410115,312323
A001269,2024-03,4350885,2336707,612632,1306532
A001269,2024-04,4181669,2757039,647709,181070
A001269,2024-05,4280317,2333498,640194,785596
A001269,2024-06,4024904,2672948,304999,0
A001269,2024-07,4104080,3228715,79666,596697
A001269,2024-08,4121133,2099621,185121,119221
A001269,2024-09,3996953,2600246,310986,654918
A001269,2024-10,4249779,3173072,706083,241160
A001269,2024-11,4338559,3071351,276821,578254
A001269,2024-12,3939733,3567142,1321214,36041
A001269,2024-12,4197168,2876975,731989,568943
A001269,2025-01,3921991,2533335,1346233,1226300
A001270,2024-03,3601655,2855530,957083,273926
A001270,2024-04,3701812,3424302,1437810,211433
A001270,2024-05,3663051,2651869,1392008,354695
A001270,2024-06,3560594,2004253,470551,1053004
A001270,2024-07,3594468,2018743,770277,200555
A001270,2024-08,3548407,1741462,419432,721194
A001270,2024-09,3740972,1750166,1356279,906423
A001270,2024-10,3804932,2868115,703613,1153641
A001270,2024-11,3801003,1999963,1166168,0
A001270,2024-12,3579596,3280840,1308978,173620
A001270,2024-12,3570240,3386127,280235,269724
A001270,2025-01,3586022,2595906,363489,712714
A001271,2024-03,3528417,1847307,114752,588845
A001271,2024-04,3556356,2346490,57092,1043259
A001271,2024-05,3514093,2505846,136128,526020
A001271,2024-06,3750728,2115747,1286116,0
A001271,2024-07,3605357,1633001,938783,411559
A001271,2024-08,3497852,2740676,1090625,1003380
A001271,2024-09,3556779,2002522,411534,796941
A001271,2024-10,3619726,2891514,600982,0
A001271,2024-11,3389055,2284402,761287,926146
A001271,2024-12,3528079,2564957,837983,645137
A001271,2024-12,3654147,2462247,1097885,435246
A001271,2025-01,3515299,2847690,343086,838768
A001272,2024-03,5187216,4238352,285233,859675
A001272,2024-04,2729736,2347412,1030249,594427
A001272,2024-05,5173658,2477348,527368,1738399
A001272,2024-06,1767060,1392945,534798,445337
A001272,2024-07,6167867,4618878,1140251,1120883
A001272,2024-08,4451410,3542520,1169941,637012
A001272,2024-09,3105632,1753680,77799,159157
A001272,2024-10,4955836,2679500,1881698,1194891
A001272,2024-11,2821203,1897776,607798,854381
A001272,2024-12,8358320,7800726,9948,943645
A001272,2024-12,5155567,3353510,574265,1340836
A001272,2025-01,1878474,968308,88431,0
A001273,2024-03,5392786,4720324,1591254,1510963
A001273,2024-04,5018232,2723023,1710706,1711904
A001273,2024-05,5150101,3243583,1541680,150828
A001273,2024-06,5274990,4770996,1683807,602152
A001273,2024-07,5100214,4406392,13342,22300
A001273,2024-08,5222095,3155214,965773,1783430
A001273,2024-09,5290755,4380953,461930,532115
A001273,2024-10,5334881,3522633,2093613,225298
A001273,2024-11,4987067,3852839,739844,686880
A001273,2024-12,5200710,3576877,245000,1444719
A001273,2024-12,5088367,2668702,1421019,1064107
A001273,2025-01,4882826,2641587,1285269,122432
A001274,2024-03,3172031,2509728,199615,668215
A001274,2024-04,5281441,3883870,2075937,421948
A001274,2024-05,2297442,1499684,520939,209918
A001274,2024-06,5673382,3741286,1916722,1356300
A001274,2024-07,5812646,2877288,1766331,928814
A001274,2024-08,6396222,3819308,675625,1329976
A001274,2024-09,6443157,4000782,1930684,1017276
A001274,2024-10,5254682,2822786,377905,0
A001274,2024-11,7731555,6531953,788366,1774560
A001274,2024-12,4737324,3663651,859994,297483
A001274,2024-12,4599613,3102398,318431,0
A001274,2025-01,6609972,3596567,1795346,2013243
A001275,2024-03,3680521,2791161,65389,817380
A001275,2024-04,3868068,3291289,1138504,1292173
A001275,2024-05,3736459,2637621,567747,795216
A001275,2024-06,3613853,2360288,330845,861877
A001275,2024-07,3887397,2305864,1098729,341821
A001275,2024-08,3953532,2144501,1262763,192123
A001275,2024-09,3797980,1780946,791817,596259
A001275,2024-10,3702665,2813766,293312,925421
A001275,2024-11,3828247,2968092,506482,601369
A001275,2024-12,3657489,1802213,673288,315851
A001275,2024-12,3626767,3304209,583530,914929
A001275,2025-01,3812444,2086602,150285,0
A001276,2024-03,4287161,2436212,62322,923371
A001276,2024-04,5429579,4303269,453669,657440
A001276,2024-05,8480994,6678570,1050223,1543323
A001276,2024-06,4280598,3912230,1011631,306975
A001276,2024-07,4487167,2473963,203939,1012175
A001276,2024-08,5433987,2920295,1780335,144193
A001276,2024-09,5052756,4194419,1063689,120204
A001276,2024-10,4942404,4572938,62125,1518945
A001276,2024-11,2804181,1831718,1095084,73369
A001276,2024-12,5317173,3239178,1041601,956367
A001276,2024-12,5741593,3492314,2086023,1393271
A001276,2025-01,5811702,5389475,1983386,1350738
A001277,2024-03,6677254,4821511,537872,2082819
A001277,2024-04,3315238,2618750,372381,399405
A001277,2024-05,3561587,3346191,1097179,274010
A001277,2024-06,2016024,1218513,257311,422129
A001277,2024-07,7681891,4812422,1684559,1914947
A001277,2024-08,4241296,2998137,124407,19047
A001277,2024-09,3607609,2340432,1164587,90620
A001277,2024-10,3656944,2313749,885260,592183
A001277,2024-11,2634027,1326617,7810,696394
A001277,2024-12,4823237,4268044,1080183,0
A001277,2024-12,3512643,3139973,505775,1225762
A001277,2025-01,4981791,4692533,71999,0
A001278,2024-03,1741151,1105873,488841,0
A001278,2024-04,2212022,1162413,52116,634250
A001278,2024-05,1600869,993501,442092,284586
A001278,2024-06,3345562,2705527,1228943,453367
A001278,2024-07,1871715,854451,237299,539110
A001278,2024-08,2282644,1494568,622513,725067
A001278,2024-09,1860775,1154495,559565,0
A001278,2024-10,3534645,2568981,262996,64878
A001278,2024-11,3202690,2936446,392979,95511
A001278,2024-12,1674904,1236855,483279,428486
A001278,2024-12,2311277,2032079,438265,0
A001278,2025-01,892524,569225,352320,310781
A001279,2024-03,3710201,2869362,619363,591015
A001279,2024-04,3732595,2586920,1281471,90165
A001279,2024-05,4010098,2625674,1425052,374605
A001279,2024-06,3903184,2660811,304255,435253
A001279,2024-07,3810440,3101862,1061542,566942
A001279,2024-08,3866140,2885769,283727,0
A001279,2024-09,3960410,1971838,80959,48370
A001279,2024-10,3877242,1892662,98322,1141178
A001279,2024-11,4025748,2821247,1387629,575047
A001279,2024-12,3922440,2692017,73330,176476
A001279,2024-12,3763723,2476935,22100,75781
A001279,2025-01,3867042,3183173,182604,747422
A001280,2024-03,4903636,4546221,823347,317270
A001280,2024-04,4908936,2314588,941525,1109264
A001280,2024-05,4893590,4421172,1012195,0
A001280,2024-06,4735421,3375181,1890384,720783
A001280,2024-07,5012714,3551763,1627436,58568
A001280,2024-08,5042854,3379628,1957033,1177381
A001280,2024-09,4780674,2301502,482564,555014
A001280,2024-10,4850851,4113634,337315,1675897
A001280,2024-11,4952139,3110085,100246,452640
A001280,2024-12,5099875,4073933,237620,650587
A001280,2024-12,4996735,2324003,1641647,1180309
A001280,2025-01,4943255,3352226,583575,1515698
A001281,2024-03,6959847,5718961,557379,758565
A001281,2024-04,3555687,3180071,174349,61838
A001281,2024-05,3227478,1718950,667644,754608
A001281,2024-06,3446221,2059171,477616,97346
A001281,2024-07,5244438,3992107,1937589,1729163
A001281,2024-08,7355502,4412437,2654589,1124406
A001281,2024-09,3545630,2314091,271696,611694
A001281,2024-10,3468816,1822987,402674,362853
A001281,2024-11,3947925,2557778,52302,923391
A001281,2024-12,7703110,6027237,564147,2414272
A001281,2024-12,4728069,3870601,198201,356900
A001281,2025-01,4330860,3047001,616300,1027086
A001282,2024-03,3272813,2299399,750644,162731
A001282,2024-04,3408025,2862464,131332,672328
A001282,2024-05,3320461,2633312,506887,401893
A001282,2024-06,3235729,2059751,1046359,519063
A001282,2024-07,3463907,1773045,575046,569110
A001282,2024-08,3424936,2643886,927465,700211
A001282,2024-09,3355453,1986466,694657,798223
A001282,2024-10,3463232,2859808,959362,78505
A001282,2024-11,3453848,2550965,641937,418002
A001282,2024-12,3424013,1964860,285391,240094
A001282,2024-12,3431778,1996945,899006,0
A001282,2025-01,3218840,3033947,104251,215584
A001283,2024-03,6368659,4890580,1827882,1807184
A001283,2024-04,6486933,4551613,1710031,520683
A001283,2024-05,6610753,5336554,2067514,1573999
A001283,2024-06,6447460,4797787,335978,1149753
A001283,2024-07,6844853,5387526,264236,2130830
A001283,2024-08,6806911,6047948,1919809,1603422
A001283,2024-09,6913453,3651160,2250969,1762083
A001283,2024-10,6457532,4718941,2380805,0
A001283,2024-11,6389315,2999593,1061198,372537
A001283,2024-12,6542827,5958206,1875849,359907
A001283,2024-12,6558899,4879224,1733862,2029867
A001283,2025-01,6311772,5519044,1355474,985559
A001284,2024-03,12083429,9365929,2391691,0
A001284,2024-04,12788584,8939411,1280790,2934112
A001284,2024-05,12416984,10914544,597150,775829
A001284,2024-06,11747087,8554070,3882495,2152156
A001284,2024-07,12417587,6811644,3218869,2458278
A001284,2024-08,12302466,10059852,3587212,3559078
A001284,2024-09,12827985,9732025,1109472,3589344
A001284,2024-10,12500559,8834321,505208,425114
A001284,2024-11,12621640,7678908,4504324,1685086
A001284,2024-12,12795201,9663049,593828,2936532
A001284,2024-12,11737788,9233343,2898717,1459388
A001284,2025-01,12291016,11550545,4556885,2686983
A001285,2024-03,10981568,5539539,651900,0
A001285,2024-04,8512373,5445389,1538079,474405
A001285,2024-05,9754426,6748613,746629,787356
A001285,2024-06,7344421,4483355,1991914,0
A001285,2024-07,8616298,5610026,3117916,2149220
A001285,2024-08,7205532,6005316,1180336,58636
A001285,2024-09,8400302,6668569,1279849,852339
A001285,2024-10,7488216,5524291,1435695,797393
A001285,2024-11,7906329,7403643,264232,1371052
A001285,2024-12,9048547,7973536,749495,1752083
A001285,2024-12,7608876,4128369,710700,235788
A001285,2025-01,7929233,4065468,1973742,976547
A001286,2024-03,3155341,1700843,12393,1004944
A001286,2024-04,3199153,2229124,771319,0
A001286,2024-05,3275853,2427413,860732,293547
A001286,2024-06,3320896,1739759,1139583,355844
A001286,2024-07,3199428,1794313,445563,333260
A001286,2024-08,3305472,2567748,638834,121460
A001286,2024-09,3287044,1516488,1188418,0
A001286,2024-10,3258465,1487712,351156,89774
A001286,2024-11,3020026,2226730,49074,476965
A001286,2024-12,3294151,3010332,903481,227996
A001286,2024-12,3090243,2208553,458567,1016343
A001286,2025-01,3342354,2398652,330807,877469
A001287,2024-03,3803452,2574938,498334,1126261
A001287,2024-04,3736805,2319757,109247,1007618
A001287,2024-05,3814912,2942179,726950,0
A001287,2024-06,3853869,2544726,455170,800859
A001287,2024-07,3866109,1967680,694174,605535
A001287,2024-08,3795549,2757609,760703,0
A001287,2024-09,3576717,2507696,501013,165982
A001287,2024-10,3603880,2552156,919045,0
A001287,2024-11,3774555,2467424,62925,633012
A001287,2024-12,3855594,2246312,1540781,724900
A001287,2024-12,3893529,2663126,1411853,534443
A001287,2025-01,3785872,1769196,1266267,1154751
A001288,2024-03,2050024,1494090,469955,195258
